pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-04-06,92.3,1.19,6.21,"Duran, Jarren",680776,672282,,swinging_strike,12.0,Jarren Duran strikes out swinging.,L,L,LAA,BOS,S,,,0,0,1.04,1.51,1.24,3.94,,,,0,6,Top,,,681351,,-2.11732860747767,-134.423257866449,-3.18712134530753,13.034422934361,31.0680506049244,-13.4479380068405,3.36,1.62,,,,91.5,2097.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.6,,,,,,,,41,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,155.0,0.0,-0.033,66.3080132980769,5.61409
FF,2024-04-06,93.4,1.11,6.22,"Valdez, Enmanuel",665839,672282,field_out,hit_into_play,5.0,Enmanuel Valdez flies out sharply to center fielder Mike Trout.,L,L,LAA,BOS,X,8.0,fly_ball,3,1,0.33,1.6,-0.17,2.57,,,,2,5,Top,125.28,49.26,681351,,-4.01889257894043,-135.791331374539,-7.10204620904682,4.9840816210095,31.7664260961947,-11.0580410304922,3.15,1.58,371.0,102.0,35.0,92.9,2082.0,6.2,746248,694384,650859,543685,687263,621493,545361,666160,54.33,0.466,0.831,0.0,1.0,0.0,0.0,6.0,35,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,158.0,0.011,-0.16,73.3614265785234,7.26424
CU,2024-04-06,74.1,1.28,6.41,"Valdez, Enmanuel",665839,672282,,ball,12.0,Enmanuel Valdez flies out sharply to center fielder Mike Trout.,L,L,LAA,BOS,B,,,2,1,-0.65,-1.56,1.32,3.51,,,,2,5,Top,,,681351,,1.21196898637907,-107.71793327685,4.14345788936779,-5.25989997926603,22.114501526845,-45.2825455485346,3.03,1.54,,,,72.7,2595.0,5.7,746248,694384,650859,543685,687263,621493,545361,666160,54.78,,,,,,,,35,4,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,330.0,0.0,0.045,,
CU,2024-04-06,74.2,1.31,6.33,"Valdez, Enmanuel",665839,672282,,called_strike,1.0,Enmanuel Valdez flies out sharply to center fielder Mike Trout.,L,L,LAA,BOS,S,,,2,0,-0.83,-1.34,-0.37,2.63,,,,2,5,Top,,,681351,,-1.97211555543761,-107.856765790844,2.1179008251571,-5.99248740026052,21.9309279654782,-43.1483469802754,3.05,1.63,,,,72.9,2655.0,5.8,746248,694384,650859,543685,687263,621493,545361,666160,54.74,,,,,,,,35,3,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,328.0,0.0,-0.021,,
FF,2024-04-06,93.7,1.14,6.22,"Valdez, Enmanuel",665839,672282,,ball,12.0,Enmanuel Valdez flies out sharply to center fielder Mike Trout.,L,L,LAA,BOS,B,,,1,0,0.95,1.43,1.2,3.33,,,,2,5,Top,,,681351,,-1.92852841806332,-136.35079581159,-4.85523547279247,12.312785350622,30.3787803494932,-13.4977866922168,3.09,1.58,,,,93.2,2121.0,6.0,746248,694384,650859,543685,687263,621493,545361,666160,54.5,,,,,,,,35,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,155.0,0.0,0.025,,
FF,2024-04-06,93.5,1.16,6.21,"Valdez, Enmanuel",665839,672282,,ball,12.0,Enmanuel Valdez flies out sharply to center fielder Mike Trout.,L,L,LAA,BOS,B,,,0,0,0.86,1.48,0.99,2.65,,,,2,5,Top,,,681351,,-2.34590908643687,-136.002468662885,-6.67985996682303,11.2315610631144,29.447575814573,-12.5982872356881,3.16,1.56,,,,93.3,2074.0,6.2,746248,694384,650859,543685,687263,621493,545361,666160,54.35,,,,,,,,35,1,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,159.0,0.0,0.014,,
CH,2024-04-06,85.7,1.11,6.23,"Wong, Connor",657136,672282,field_out,hit_into_play,6.0,Connor Wong flies out to left fielder Taylor Ward.,R,L,LAA,BOS,X,7.0,fly_ball,3,2,0.92,1.03,0.82,2.51,,,,1,5,Top,81.99,73.45,681351,,-2.52071293417329,-124.777853796521,-4.57595188823412,10.0978116684326,25.5605017337312,-20.7034901952606,3.26,1.42,329.0,90.4,35.0,85.1,1503.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.6,0.037,0.047,0.0,1.0,0.0,0.0,3.0,34,6,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,159.0,0.017,-0.213,69.9776275883118,7.84112
FF,2024-04-06,93.7,1.23,6.19,"Wong, Connor",657136,672282,,swinging_strike,12.0,Connor Wong flies out to left fielder Taylor Ward.,R,L,LAA,BOS,S,,,3,1,0.67,1.46,0.21,3.82,,,,1,5,Top,,,681351,,-4.09316552826878,-136.370944346289,-3.59439666944884,9.28972765476098,31.6755632113353,-13.4307213231223,3.26,1.42,,,,93.2,2135.0,6.1,746248,694384,650859,543685,687263,621493,545361,666160,54.41,,,,,,,,34,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,156.0,0.0,-0.059,71.3340345945468,6.30439
FF,2024-04-06,92.7,1.2,6.23,"Wong, Connor",657136,672282,,called_strike,12.0,Connor Wong flies out to left fielder Taylor Ward.,R,L,LAA,BOS,S,,,3,0,0.39,1.6,0.34,3.4,,,,1,5,Top,,,681351,,-3.05103447738308,-134.971100714394,-4.89956251370971,5.474454377985,30.3173028930161,-11.7915745043001,3.19,1.28,,,,92.2,2156.0,6.1,746248,694384,650859,543685,687263,621493,545361,666160,54.44,,,,,,,,34,4,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,155.0,0.0,-0.049,,
FF,2024-04-06,93.3,1.31,6.19,"Wong, Connor",657136,672282,,ball,11.0,Connor Wong flies out to left fielder Taylor Ward.,R,L,LAA,BOS,B,,,2,0,0.57,1.45,-0.88,3.66,,,,1,5,Top,,,681351,,-6.87205494493117,-135.673441571172,-3.89142652235538,8.58103403733025,31.179142311446,-13.6824139986583,3.19,1.39,,,,92.8,2167.0,6.2,746248,694384,650859,543685,687263,621493,545361,666160,54.33,,,,,,,,34,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,154.0,0.0,0.087,,
FF,2024-04-06,93.9,1.25,6.26,"Wong, Connor",657136,672282,,ball,12.0,Connor Wong flies out to left fielder Taylor Ward.,R,L,LAA,BOS,B,,,1,0,0.6,1.45,0.33,4.11,,,,1,5,Top,,,681351,,-3.65616093423673,-136.650376465836,-3.00020300919883,8.28892948449028,32.0150132290676,-13.62518398054,3.2,1.42,,,,93.2,2141.0,6.0,746248,694384,650859,543685,687263,621493,545361,666160,54.52,,,,,,,,34,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,157.0,0.0,0.048,,
SL,2024-04-06,84.5,1.44,6.17,"Wong, Connor",657136,672282,,ball,12.0,Connor Wong flies out to left fielder Taylor Ward.,R,L,LAA,BOS,B,,,0,0,0.01,-0.08,1.22,3.06,,,,1,5,Top,,,681351,,-0.515260400955025,-123.051788377062,-0.698406182815096,0.192044578470266,25.7171691246591,-33.0391319795765,3.16,1.5,,,,83.7,2203.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.64,,,,,,,,34,1,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,309.0,0.0,0.025,,
CH,2024-04-06,85.8,1.38,6.09,"Rafaela, Ceddanne",678882,672282,strikeout,swinging_strike,6.0,Ceddanne Rafaela strikes out swinging.,R,L,LAA,BOS,S,2.0,,1,2,0.9,0.91,0.49,2.69,,,,0,5,Top,,,681351,,-3.89000602924785,-124.869569308069,-3.61074269161551,10.2277078153414,24.4313657615106,-22.1599158902145,3.32,1.58,,,,85.3,1448.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.61,,0.0,0.0,1.0,0.0,0.0,,33,5,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,159.0,0.023,-0.168,72.6197652213121,7.65023
CH,2024-04-06,85.1,1.24,6.12,"Rafaela, Ceddanne",678882,672282,,ball,14.0,Ceddanne Rafaela strikes out swinging.,R,L,LAA,BOS,B,,,0,2,0.61,1.3,0.57,0.09,,,,0,5,Top,,,681351,,-2.74220591568351,-123.621705048123,-10.3252864328886,6.75840441327933,23.5945636253922,-16.9887797901652,3.35,1.57,,,,84.2,1656.0,5.7,746248,694384,650859,543685,687263,621493,545361,666160,54.84,,,,,,,,33,4,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,165.0,0.0,0.02,,
FF,2024-04-06,93.4,1.52,6.14,"Rafaela, Ceddanne",678882,672282,,foul,12.0,Ceddanne Rafaela strikes out swinging.,R,L,LAA,BOS,S,,,0,2,0.89,1.57,0.81,3.73,,,,0,5,Top,,,681351,,-3.75772368563634,-136.000888734299,-3.8612274336593,11.8977669541311,31.0283927418422,-12.060271883628,3.32,1.58,269.0,79.8,35.0,92.4,2209.0,5.8,746248,694384,650859,543685,687263,621493,545361,666160,54.74,,,,,,,,33,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,146.0,0.0,0.0,61.328726665813,6.06376
CH,2024-04-06,84.2,1.46,6.25,"Rafaela, Ceddanne",678882,672282,,swinging_strike,5.0,Ceddanne Rafaela strikes out swinging.,R,L,LAA,BOS,S,,,0,1,0.66,1.16,0.13,2.34,,,,0,5,Top,,,681351,,-4.33784994699261,-122.519843581806,-4.9689620248241,7.43029561711305,22.2035292687818,-19.7312332717847,3.32,1.58,,,,83.5,1487.0,5.7,746248,694384,650859,543685,687263,621493,545361,666160,54.82,,,,,,,,33,2,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,157.0,0.0,-0.047,,
CU,2024-04-06,73.9,1.46,6.38,"Rafaela, Ceddanne",678882,672282,,called_strike,5.0,Ceddanne Rafaela strikes out swinging.,R,L,LAA,BOS,S,,,0,0,-0.79,-1.17,0.1,2.55,,,,0,5,Top,,,681351,,-1.38939691829591,-107.585740136786,1.49167431112104,-5.88629634423075,19.7966739089534,-41.7074905351099,3.33,1.59,,,,72.9,2474.0,5.6,746248,694384,650859,543685,687263,621493,545361,666160,54.87,,,,,,,,33,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,326.0,0.0,-0.033,,
SL,2024-04-06,84.4,1.14,6.27,"Casas, Triston",671213,672282,strikeout,swinging_strike,14.0,Triston Casas strikes out swinging.,L,L,LAA,BOS,S,2.0,,0,2,-0.16,-0.03,0.89,2.56,,646240.0,,2,4,Top,,,681351,,-0.237232930748844,-122.98315095117,-2.21616959480689,-1.62682828984229,24.4729986490586,-32.2021175625202,3.66,1.76,,,,83.9,2350.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.62,,0.0,0.0,1.0,0.0,0.0,,27,3,Slider,0,1,1,0,1,0,1,0,Standard,Standard,271.0,0.035,-0.2,73.7668222284489,6.84549
FF,2024-04-06,94.6,1.11,6.15,"Casas, Triston",671213,672282,,foul,2.0,Triston Casas strikes out swinging.,L,L,LAA,BOS,S,,,0,1,0.87,1.59,-0.05,3.25,,646240.0,,2,4,Top,,,681351,,-4.93114343900771,-137.572306060272,-5.35880552210419,12.1134829244928,32.2501554890305,-11.0305627669991,3.66,1.76,,,,94.0,2267.0,6.1,746248,694384,650859,543685,687263,621493,545361,666160,54.43,,,,,,,,27,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,152.0,0.0,-0.082,75.510627378161,7.22428
CU,2024-04-06,75.9,1.36,6.27,"Casas, Triston",671213,672282,,foul,9.0,Triston Casas strikes out swinging.,L,L,LAA,BOS,S,,,0,0,-0.84,-1.44,0.69,2.1,,646240.0,,2,4,Top,,,681351,,0.0905145832368207,-110.406663528794,1.03885647734316,-6.80612789765591,23.3254981330238,-44.2404080955578,3.66,1.76,6.0,66.1,-22.0,74.7,2615.0,5.8,746248,694384,650859,543685,687263,621493,545361,666160,54.67,,,,,,,,27,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,323.0,0.0,-0.053,61.8543550463442,8.36001
CH,2024-04-06,85.8,1.15,6.17,"Dalbec, Bobby",666915,672282,field_out,hit_into_play,5.0,"Bobby Dalbec grounds out softly, shortstop Zach Neto to first baseman Nolan Schanuel.   Rafael Devers to 2nd.",R,L,LAA,BOS,X,6.0,ground_ball,1,2,1.21,0.98,0.08,2.56,,,646240.0,1,4,Top,115.26,155.62,681351,,-4.93682379079681,-124.723857521438,-4.19379221417831,13.6641549577319,27.2490595931228,-21.2780086760499,3.5,1.68,3.0,57.9,-45.0,84.9,1416.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.56,0.209,0.204,0.0,1.0,0.0,0.0,1.0,26,4,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,151.0,0.017,-0.29,73.7721510352486,7.91266
CH,2024-04-06,85.2,1.15,6.21,"Dalbec, Bobby",666915,672282,,ball,12.0,"Bobby Dalbec grounds out softly, shortstop Zach Neto to first baseman Nolan Schanuel.   Rafael Devers to 2nd.",R,L,LAA,BOS,B,,,0,2,0.98,0.84,1.35,2.66,,,646240.0,1,4,Top,,,681351,,-1.48123369558147,-124.010042484158,-3.64381041642382,10.3782471215014,26.4575636045085,-23.0012815604479,3.45,1.63,,,,84.4,1529.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.57,,,,,,,,26,3,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,157.0,0.0,0.019,,
CH,2024-04-06,85.5,1.15,6.21,"Dalbec, Bobby",666915,672282,,swinging_strike,8.0,"Bobby Dalbec grounds out softly, shortstop Zach Neto to first baseman Nolan Schanuel.   Rafael Devers to 2nd.",R,L,LAA,BOS,S,,,0,1,0.94,1.18,0.07,2.11,,,646240.0,1,4,Top,,,681351,,-4.38256745362232,-124.329431946522,-5.69911734238022,10.588428658284,26.1476326971107,-18.9601880638307,3.5,1.68,,,,84.8,1545.0,6.0,746248,694384,650859,543685,687263,621493,545361,666160,54.53,,,,,,,,26,2,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,161.0,0.0,-0.057,74.1766814021843,7.94613
CU,2024-04-06,74.7,1.27,6.29,"Dalbec, Bobby",666915,672282,,swinging_strike,7.0,"Bobby Dalbec grounds out softly, shortstop Zach Neto to first baseman Nolan Schanuel.   Rafael Devers to 2nd.",R,L,LAA,BOS,S,,,0,0,-0.65,-1.23,-0.49,1.75,,,646240.0,1,4,Top,,,681351,,-2.45908949741626,-108.722629852763,0.0904964773551462,-4.62631727110446,21.4390728772346,-42.12999888486,3.5,1.68,,,,73.7,2557.0,5.8,746248,694384,650859,543685,687263,621493,545361,666160,54.71,,,,,,,,26,1,Curveball,0,1,1,0,1,0,1,0,Standard,Standard,328.0,0.0,-0.04,73.6058569057395,7.92858
SL,2024-04-06,87.0,1.21,6.27,"O'Neill, Tyler",641933,672282,strikeout,called_strike,2.0,Tyler O'Neill called out on strikes.,R,L,LAA,BOS,S,2.0,,2,2,-0.15,0.37,-0.19,3.28,,,646240.0,0,4,Top,,,681351,,-3.03738870063771,-126.651914630501,-1.70406254214513,-0.958762224230242,28.3134916500773,-28.1105783308215,3.19,1.47,,,,86.1,2113.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.62,,0.0,0.0,1.0,0.0,0.0,,25,7,Slider,0,1,1,0,1,0,1,0,Standard,Standard,205.0,0.033,-0.363,,
CH,2024-04-06,84.5,1.1,6.13,"O'Neill, Tyler",641933,672282,,ball,7.0,Tyler O'Neill called out on strikes.,R,L,LAA,BOS,B,,,1,2,0.66,1.4,-0.5,1.53,,,646240.0,0,4,Top,,,681351,,-5.00901408728023,-122.872581561453,-7.15898435645884,7.62069521192678,22.9830754257769,-16.757754844619,3.28,1.47,,,,84.5,1510.0,6.2,746248,694384,650859,543685,687263,621493,545361,666160,54.32,,,,,,,,25,6,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,165.0,0.0,0.079,,
FF,2024-04-06,94.1,1.07,6.27,"O'Neill, Tyler",641933,672282,,foul,2.0,Tyler O'Neill called out on strikes.,R,L,LAA,BOS,S,,,1,2,0.62,1.58,-0.03,3.33,,,646240.0,0,4,Top,,,681351,,-4.19113322873118,-136.912888358992,-5.37415925337294,8.6788503597016,29.6904916593914,-11.321784338947,3.23,1.53,214.0,92.4,69.0,93.5,2219.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.58,,,,,,,,25,5,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,149.0,0.0,0.0,74.9853138057544,7.50533
CU,2024-04-06,76.8,1.25,6.33,"O'Neill, Tyler",641933,672282,,foul,14.0,Tyler O'Neill called out on strikes.,R,L,LAA,BOS,S,,,1,2,-0.93,-1.18,0.12,1.02,,,646240.0,0,4,Top,,,681351,,-0.705234509128413,-111.859539119607,-2.08400204095788,-7.63500383292762,21.0316304831442,-41.9151781794895,3.23,1.53,2.0,113.1,-27.0,76.1,2452.0,5.8,746248,694384,650859,543685,687263,621493,545361,666160,54.69,,,,,,,,25,4,Curveball,0,1,1,0,1,0,1,0,Infield shade,Standard,347.0,0.0,0.0,75.6151526991317,7.99013
FF,2024-04-06,94.0,1.13,6.31,"O'Neill, Tyler",641933,672282,,foul,11.0,Tyler O'Neill called out on strikes.,R,L,LAA,BOS,S,,,1,1,0.32,1.72,-0.06,3.41,,,646240.0,0,4,Top,,,681351,,-3.76174908562205,-136.794599469495,-5.56301103340637,4.86017047144375,31.4665012868563,-9.57972520044154,3.23,1.53,260.0,77.9,35.0,93.3,2204.0,6.0,746248,694384,650859,543685,687263,621493,545361,666160,54.51,,,,,,,,25,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Infield shade,Standard,155.0,0.0,-0.078,76.3943779372863,6.77137
CH,2024-04-06,84.3,1.26,6.2,"O'Neill, Tyler",641933,672282,,blocked_ball,14.0,Tyler O'Neill called out on strikes.,R,L,LAA,BOS,B,,,0,1,0.9,1.02,0.86,-0.1,,,646240.0,0,4,Top,,,681351,,-2.68314986673839,-122.446773958726,-10.2491734650277,9.56444023014245,23.1130046520355,-20.0899827087218,3.2,1.52,,,,83.9,1534.0,6.0,746248,694384,650859,543685,687263,621493,545361,666160,54.48,,,,,,,,25,2,Changeup,0,1,1,0,1,0,1,0,Infield shade,Standard,160.0,0.0,0.06,,
SL,2024-04-06,86.3,1.38,6.2,"O'Neill, Tyler",641933,672282,,foul,7.0,Tyler O'Neill called out on strikes.,R,L,LAA,BOS,S,,,0,0,-0.33,0.32,-0.32,1.8,,,646240.0,0,4,Top,,,681351,,-3.34924155209353,-125.6974763007,-4.88776350668434,-2.85495554076372,25.7371270521912,-27.9834376757636,3.23,1.53,6.0,85.3,-17.0,85.7,2213.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.62,,,,,,,,25,1,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,209.0,0.0,-0.064,75.04810761248,7.8556
SL,2024-04-06,87.3,1.42,6.26,"Devers, Rafael",646240,672282,single,hit_into_play,7.0,Rafael Devers singles on a line drive to center fielder Mike Trout.,L,L,LAA,BOS,X,8.0,line_drive,0,1,-0.4,0.24,-0.66,1.63,,,,0,4,Top,145.19,94.14,681351,,-4.15506784504987,-126.947418612263,-5.35522178735907,-3.28116175920025,29.1647729686017,-28.6191748206338,3.32,1.51,223.0,86.8,15.0,86.1,2121.0,5.9,746248,694384,650859,543685,687263,621493,545361,666160,54.63,0.977,0.909,0.9,1.0,1.0,0.0,4.0,24,2,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,196.0,-0.035,0.443,71.9927802405077,7.9804
SL,2024-04-06,84.9,1.51,6.17,"Devers, Rafael",646240,672282,,foul_tip,8.0,Rafael Devers singles on a line drive to center fielder Mike Trout.,L,L,LAA,BOS,S,,,0,0,-0.01,-0.18,0.27,1.69,,,,0,4,Top,,,681351,,-2.86825012146793,-123.576265466808,-3.70980292865459,0.587665205517432,28.0273466262601,-33.3607654414278,3.32,1.51,,,,83.7,2170.0,5.8,746248,694384,650859,543685,687263,621493,545361,666160,54.68,,,,,,,,24,1,Slider,0,1,1,0,1,0,1,0,Infield shade,Standard,320.0,0.0,-0.033,75.4562838945236,8.12072
