pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-04-12,92.4,1.65,6.0,"Casas, Triston",671213,672282,,foul,1.0,Triston Casas strikes out swinging.,L,L,BOS,LAA,S,,,1,2,0.52,1.39,-0.32,3.71,,,,0,7,Bot,,,681351,,-6.07889379701004,-134.410161727907,-3.02730221896645,7.5951268609826,28.4329687287343,-14.8434506447117,3.73,1.76,303.0,94.8,24.0,91.7,2165.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.7,,,,,,,,57,4,4-Seam Fastball,0,7,0,7,7,0,0,7,Infield shade,Standard,146.0,0.0,0.0,68.0374956583577,6.64908
FF,2024-04-12,92.1,1.58,5.87,"Casas, Triston",671213,672282,,called_strike,9.0,Triston Casas strikes out swinging.,L,L,BOS,LAA,S,,,1,1,1.03,1.11,0.28,1.94,,,,0,7,Bot,,,681351,,-5.52152895789866,-134.013857525115,-6.60061353987823,13.5685937880418,26.4611379688611,-17.5717951787287,3.71,1.75,,,,92.5,2014.0,6.3,746978,694384,650859,543685,687263,621493,545361,543305,54.16,,,,,,,,57,3,4-Seam Fastball,0,7,0,7,7,0,0,7,Infield shade,Standard,150.0,0.0,-0.047,,
CU,2024-04-12,74.3,1.5,6.18,"Casas, Triston",671213,672282,,swinging_strike,8.0,Triston Casas strikes out swinging.,L,L,BOS,LAA,S,,,1,0,-0.71,-1.23,-0.25,2.23,,,,0,7,Bot,,,681351,,-2.30926387114414,-108.142879648314,1.33464853603531,-5.12810655930838,20.2925988047519,-42.2853469655556,3.73,1.76,,,,73.3,2394.0,5.7,746978,694384,650859,543685,687263,621493,545361,543305,54.79,,,,,,,,57,2,Curveball,0,7,0,7,7,0,0,7,Infield shade,Standard,328.0,0.0,-0.044,69.7781777909512,8.7997
CU,2024-04-12,74.2,1.37,6.2,"Casas, Triston",671213,672282,,ball,13.0,Triston Casas strikes out swinging.,L,L,BOS,LAA,B,,,0,0,-0.85,-1.27,-1.39,-0.24,,,,0,7,Bot,,,681351,,-4.13279573748897,-107.907501147881,-3.62343202193928,-5.7841785053654,20.7800887730938,-41.5335276076886,3.67,1.54,,,,73.2,2478.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.67,,,,,,,,57,1,Curveball,0,7,0,7,7,0,0,7,Infield shade,Standard,331.0,0.0,0.032,,
SL,2024-04-12,83.2,1.17,6.19,"O'Neill, Tyler",641933,672282,strikeout,swinging_strike_blocked,13.0,Tyler O'Neill strikes out swinging.,R,L,BOS,LAA,S,2.0,,2,2,-0.13,-0.28,-1.19,-0.56,,,680776.0,2,6,Bot,,,681351,,-5.10513686177557,-120.88723603569,-8.40362149273281,-0.296140569075846,23.3052506168807,-33.5238093601691,3.2,1.5,,,,82.6,2066.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.56,,0.0,0.0,1.0,0.0,0.0,,53,5,Slider,0,7,0,7,7,0,0,7,Infield shade,Standard,346.0,-0.003,-0.19,70.8796932650406,8.5877
FF,2024-04-12,93.7,1.35,6.08,"O'Neill, Tyler",641933,672282,,foul,11.0,Tyler O'Neill strikes out swinging.,R,L,BOS,LAA,S,,,2,1,0.63,1.53,-0.09,3.74,,,680776.0,2,6,Bot,,,681351,,-5.10002081583367,-136.350165544159,-3.67150259080237,8.98576484605489,30.4408693395631,-12.4957137082737,3.2,1.5,152.0,82.5,11.0,93.3,2052.0,6.1,746978,694384,650859,543685,687263,621493,545361,543305,54.4,,,,,,,,53,4,4-Seam Fastball,0,7,0,7,7,0,0,7,Infield shade,Standard,145.0,0.0,-0.076,74.5637308928916,6.99337
CH,2024-04-12,84.5,1.25,6.09,"O'Neill, Tyler",641933,672282,,ball,12.0,Tyler O'Neill strikes out swinging.,R,L,BOS,LAA,B,,,1,1,0.92,1.25,0.9,3.55,,,680776.0,2,6,Bot,,,681351,,-2.62549987773824,-123.164389510107,-2.09484801022569,9.85065309609722,23.154480878887,-19.2081631372738,3.23,1.53,,,,84.3,1592.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.57,,,,,,,,53,3,Changeup,0,7,0,7,7,0,0,7,Infield shade,Standard,156.0,0.0,0.052,,
CU,2024-04-12,74.2,1.37,6.27,"O'Neill, Tyler",641933,672282,,ball,12.0,Tyler O'Neill strikes out swinging.,R,L,BOS,LAA,B,,,0,1,-0.55,-1.34,1.16,3.16,,,680776.0,2,6,Bot,,,681351,,0.536680616627549,-107.950240918225,3.21272980343683,-4.3865241526808,20.1412531508931,-43.4414952045709,3.23,1.49,,,,73.2,2456.0,5.7,746978,694384,650859,543685,687263,621493,545361,543305,54.81,,,,,,,,53,2,Curveball,0,7,0,7,7,0,0,7,Infield shade,Standard,332.0,0.0,0.028,,
FF,2024-04-12,93.5,1.23,6.15,"O'Neill, Tyler",641933,672282,,foul,11.0,Tyler O'Neill strikes out swinging.,R,L,BOS,LAA,S,,,0,0,0.43,1.72,-0.93,2.74,,,680776.0,2,6,Bot,,,681351,,-6.46907346340539,-135.849988632202,-6.70788988857113,6.85049923483736,34.1542212029,-9.64025765011494,3.2,1.5,202.0,87.0,58.0,92.3,2212.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.53,,,,,,,,53,1,4-Seam Fastball,0,7,0,7,7,0,0,7,Infield shade,Standard,154.0,0.0,-0.042,73.8089035386863,7.19573
FF,2024-04-12,93.6,1.42,6.09,"Reyes, Pablo",622569,672282,field_out,hit_into_play,1.0,Pablo Reyes flies out to right fielder Aaron Hicks.,R,L,BOS,LAA,X,9.0,fly_ball,2,2,0.51,1.66,-0.45,2.99,,,680776.0,1,6,Bot,169.05,113.51,681351,,-5.91642952449205,-136.104062885333,-5.82657976185445,7.73676307583488,32.7123595004341,-10.5228733927188,3.32,1.6,240.0,86.0,52.0,92.6,2228.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.55,0.017,0.019,0.0,1.0,0.0,0.0,3.0,52,5,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,151.0,-0.005,-0.278,66.4258540483528,6.54376
CH,2024-04-12,84.2,1.18,6.14,"Reyes, Pablo",622569,672282,,ball,13.0,Pablo Reyes flies out to right fielder Aaron Hicks.,R,L,BOS,LAA,B,,,1,2,1.2,0.99,-0.32,1.17,,,680776.0,1,6,Bot,,,681351,,-5.78359024640385,-122.21850722899,-6.97611632989241,13.1412355848132,26.2803924506779,-20.9813764109749,3.42,1.71,,,,83.1,1415.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.56,,,,,,,,52,4,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,162.0,0.0,0.059,,
FF,2024-04-12,93.1,1.4,6.06,"Reyes, Pablo",622569,672282,,ball,12.0,Pablo Reyes flies out to right fielder Aaron Hicks.,R,L,BOS,LAA,B,,,0,2,0.69,1.54,0.62,4.26,,,680776.0,1,6,Bot,,,681351,,-3.49357905601828,-135.600319832631,-2.21843432710394,9.28261380958537,31.1055581855951,-12.8971202566809,3.41,1.7,,,,92.3,2156.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.64,,,,,,,,52,3,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,147.0,0.0,0.019,,
CH,2024-04-12,84.1,1.38,6.09,"Reyes, Pablo",622569,672282,,called_strike,14.0,Pablo Reyes flies out to right fielder Aaron Hicks.,R,L,BOS,LAA,S,,,0,1,0.99,1.07,0.87,2.46,,,680776.0,1,6,Bot,,,681351,,-3.10822973205147,-122.393221152208,-4.12925523876823,10.5460173063008,24.2249760524383,-20.8127489841636,3.51,1.69,,,,83.5,1548.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.63,,,,,,,,52,2,Changeup,0,7,0,7,7,0,0,7,Standard,Standard,163.0,0.0,-0.057,,
CH,2024-04-12,83.4,1.27,6.1,"Reyes, Pablo",622569,672282,,called_strike,13.0,Pablo Reyes flies out to right fielder Aaron Hicks.,R,L,BOS,LAA,S,,,0,0,0.83,1.33,-0.17,1.53,,,680776.0,1,6,Bot,,,681351,,-4.9114351126561,-121.23684405206,-6.59633821346036,9.17666551257536,24.3768346085916,-17.9980158571155,3.45,1.69,,,,82.6,1522.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.6,,,,,,,,52,1,Changeup,0,7,0,7,7,0,0,7,Infield shade,Standard,160.0,0.0,-0.04,,
FF,2024-04-12,92.8,1.56,6.09,"Duran, Jarren",680776,672282,walk,ball,12.0,Jarren Duran walks.,L,L,BOS,LAA,B,,,3,0,0.71,1.66,1.32,3.45,,,,1,6,Bot,,,681351,,-2.14761584283897,-135.017582782659,-4.53087938019085,9.07971380302419,31.4452176318388,-11.1266817601406,3.07,1.58,,,,91.8,2261.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.62,,0.691353,0.7,1.0,0.0,0.0,,51,4,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,149.0,0.004,0.11,,
FF,2024-04-12,93.6,1.31,6.04,"Duran, Jarren",680776,672282,,ball,12.0,Jarren Duran walks.,L,L,BOS,LAA,B,,,2,0,1.07,1.34,0.13,3.64,,,,1,6,Bot,,,681351,,-5.3822176320719,-136.151498953389,-3.36829378630862,14.4931900047286,31.8983821991033,-14.9643824736152,3.09,1.57,,,,92.8,2104.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.49,,,,,,,,51,3,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,157.0,0.0,0.087,,
SL,2024-04-12,86.0,1.35,6.21,"Duran, Jarren",680776,672282,,ball,13.0,Jarren Duran walks.,L,L,BOS,LAA,B,,,1,0,-0.44,0.21,-0.37,0.07,,,,1,6,Bot,,,681351,,-3.15700467594292,-125.002463787942,-8.64510742914611,-3.93596157410889,25.20314579662,-28.4336072709487,3.13,1.47,,,,85.3,2151.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.6,,,,,,,,51,2,Slider,0,7,0,7,7,0,0,7,Standard,Standard,158.0,0.0,0.048,,
SL,2024-04-12,85.5,1.61,6.09,"Duran, Jarren",680776,672282,,ball,12.0,Jarren Duran walks.,L,L,BOS,LAA,B,,,0,0,-0.56,0.11,0.34,3.46,,,,1,6,Bot,,,681351,,-1.86177413890163,-124.492319128018,-0.158083480068868,-5.4049853759135,24.8160369053009,-31.2614001481422,3.06,1.58,,,,84.9,2292.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.66,,,,,,,,51,1,Slider,0,7,0,7,7,0,0,7,Standard,Standard,243.0,0.0,0.025,,
FF,2024-04-12,93.9,1.39,6.1,"Hamilton, David",666152,672282,strikeout,swinging_strike,12.0,David Hamilton strikes out swinging.,L,L,BOS,LAA,S,2.0,,2,2,0.57,1.59,0.81,4.1,,,,0,6,Bot,,,681351,,-2.74566691927364,-136.713941303475,-2.92170618951771,7.79885336955655,32.7203584441697,-11.9192598416361,3.28,1.49,,,,93.0,2152.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.6,,0.0,0.0,1.0,0.0,0.0,,50,6,4-Seam Fastball,0,7,0,7,7,0,0,7,Infield shade,Standard,151.0,-0.004,-0.201,34.6694497318867,5.00087
FF,2024-04-12,93.4,1.52,6.04,"Hamilton, David",666152,672282,,ball,11.0,David Hamilton strikes out swinging.,L,L,BOS,LAA,B,,,1,2,0.53,1.25,-1.41,3.77,,,,0,6,Bot,,,681351,,-8.60971656247647,-135.783858213645,-2.8206562305681,8.44235971457228,30.5507850339511,-16.2812641566433,3.36,1.52,,,,92.6,2121.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.59,,,,,,,,50,5,4-Seam Fastball,0,7,0,7,7,0,0,7,Infield shade,Standard,150.0,0.0,0.034,,
SL,2024-04-12,84.0,1.45,6.13,"Hamilton, David",666152,672282,,foul,5.0,David Hamilton strikes out swinging.,L,L,BOS,LAA,S,,,1,2,-0.35,-0.33,-0.12,2.24,,,,0,6,Bot,,,681351,,-2.91804979256704,-122.381078697241,-2.00875521267859,-3.00920441971446,23.4914291503442,-35.3002849552397,3.28,1.49,1.0,68.8,-55.0,83.7,2383.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.57,,,,,,,,50,4,Slider,0,7,0,7,7,0,0,7,Infield shade,Standard,309.0,0.0,0.0,56.4270114388003,6.75685
SL,2024-04-12,84.2,1.36,6.03,"Hamilton, David",666152,672282,,ball,13.0,David Hamilton strikes out swinging.,L,L,BOS,LAA,B,,,0,2,-0.1,-0.3,-1.28,0.05,,,,0,6,Bot,,,681351,,-5.88136977007927,-122.471730251169,-6.89075230823977,0.100599446819212,23.6555654774266,-34.0230816445811,3.32,1.52,,,,83.9,2443.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.46,,,,,,,,50,3,Slider,0,7,0,7,7,0,0,7,Infield shade,Standard,314.0,0.0,0.02,,
CU,2024-04-12,75.0,1.48,6.23,"Hamilton, David",666152,672282,,called_strike,6.0,David Hamilton strikes out swinging.,L,L,BOS,LAA,S,,,0,1,-0.63,-1.44,0.57,2.25,,,,0,6,Bot,,,681351,,-0.759299846895131,-109.133197154438,1.56115462844438,-4.84744828684231,22.0739778023402,-44.0933906478779,3.27,1.51,,,,74.0,2635.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.63,,,,,,,,50,2,Curveball,0,7,0,7,7,0,0,7,Standard,Standard,332.0,0.0,-0.047,,
FF,2024-04-12,92.4,1.51,6.13,"Hamilton, David",666152,672282,,called_strike,2.0,David Hamilton strikes out swinging.,L,L,BOS,LAA,S,,,0,0,0.52,1.69,-0.1,3.04,,,,0,6,Bot,,,681351,,-5.2152178349821,-134.370983614559,-5.68900653154271,7.419264008503,29.8184759723466,-10.643866674271,3.25,1.46,,,,91.9,2084.0,6.1,746978,694384,650859,543685,687263,621493,545361,543305,54.4,,,,,,,,50,1,4-Seam Fastball,0,7,0,7,7,0,0,7,Standard,Standard,149.0,0.0,-0.033,,
CH,2024-04-12,85.0,1.44,6.01,"Rafaela, Ceddanne",678882,672282,field_out,hit_into_play,9.0,Ceddanne Rafaela flies out to left fielder Taylor Ward.,R,L,BOS,LAA,X,7.0,fly_ball,0,0,0.81,0.68,0.3,2.0,,,,2,5,Bot,76.73,102.06,681351,,-4.2500553853477,-123.710350671257,-4.46152726628307,9.10247022032163,22.6673779815305,-24.5382628357285,3.33,1.58,271.0,80.1,27.0,84.7,1372.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.6,0.197,0.197,0.0,1.0,0.0,0.0,3.0,44,1,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,159.0,-0.004,-0.096,72.9673927980654,8.14591
CH,2024-04-12,84.9,1.3,6.08,"Wong, Connor",657136,672282,field_out,hit_into_play,2.0,"Connor Wong grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,BOS,LAA,X,6.0,ground_ball,1,1,1.02,0.89,0.24,2.78,,,,1,5,Bot,113.57,152.15,681351,,-4.48631098126667,-123.540851126537,-3.17976133731857,11.3077768564554,24.6796824483343,-22.6402582105322,3.25,1.42,10.0,65.8,-16.0,84.5,1400.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.48,0.037,0.041,0.0,1.0,0.0,0.0,2.0,43,3,Changeup,0,5,0,5,5,0,0,5,Infield shade,Standard,163.0,-0.008,-0.157,77.1902154671712,7.91705
FF,2024-04-12,93.9,1.31,6.1,"Wong, Connor",657136,672282,,ball,12.0,"Connor Wong grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,BOS,LAA,B,,,0,1,0.57,1.44,1.03,3.54,,,,1,5,Bot,,,681351,,-2.00107384895421,-136.703513282843,-4.03552318284378,7.61633847892066,31.1087765189004,-13.4751519006488,3.32,1.53,,,,93.3,2059.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.54,,,,,,,,43,2,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,149.0,0.0,0.019,,
FF,2024-04-12,93.7,1.3,6.07,"Wong, Connor",657136,672282,,foul,4.0,"Connor Wong grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,BOS,LAA,S,,,0,0,0.62,1.47,-0.44,2.37,,,,1,5,Bot,,,681351,,-5.87287025460397,-136.195407108066,-7.06024341587072,9.05032710539439,30.5013045223954,-12.5073904832623,3.25,1.42,170.0,63.5,54.0,93.6,2114.0,6.4,746978,694384,650859,543685,687263,621493,545361,543305,54.14,,,,,,,,43,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,151.0,0.0,-0.024,70.0495223768848,7.62213
FF,2024-04-12,94.5,1.35,6.14,"Yoshida, Masataka",807799,672282,strikeout,swinging_strike,12.0,Masataka Yoshida strikes out swinging.,L,L,BOS,LAA,S,2.0,,1,2,0.56,1.27,0.02,3.94,,,,0,5,Bot,,,681351,,-4.68683471145361,-137.647431576043,-2.92931227907643,8.12898394264873,28.4424454202735,-15.5170153060922,3.16,1.39,,,,94.3,2010.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.55,,0.0,0.0,1.0,0.0,0.0,,42,5,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,146.0,-0.013,-0.168,65.2376641188307,6.0497
SL,2024-04-12,82.8,1.28,6.13,"Yoshida, Masataka",807799,672282,,foul,4.0,Masataka Yoshida strikes out swinging.,L,L,BOS,LAA,S,,,1,2,-0.23,-0.25,-0.62,2.35,,,,0,5,Bot,,,681351,,-3.85088041656726,-120.610627119772,-1.70704509380901,-1.54596631989391,21.4137882143675,-34.5422419800006,3.16,1.39,258.0,83.5,49.0,82.5,2370.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.69,,,,,,,,42,4,Slider,0,5,0,5,5,0,0,5,Infield shade,Standard,312.0,0.0,0.0,66.4732248432163,7.37893
FF,2024-04-12,93.3,1.3,6.03,"Yoshida, Masataka",807799,672282,,called_strike,12.0,Masataka Yoshida strikes out swinging.,L,L,BOS,LAA,S,,,1,1,1.1,1.27,0.83,2.84,,,,0,5,Bot,,,681351,,-3.59926539333285,-135.844880170661,-5.26494041919052,14.3755196184408,28.8740175135518,-15.4592799092458,3.17,1.43,,,,93.2,2090.0,6.1,746978,694384,650859,543685,687263,621493,545361,543305,54.38,,,,,,,,42,3,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,152.0,0.0,-0.047,,
FF,2024-04-12,92.6,1.47,6.02,"Yoshida, Masataka",807799,672282,,called_strike,6.0,Masataka Yoshida strikes out swinging.,L,L,BOS,LAA,S,,,1,0,1.07,1.28,0.43,2.15,,,,0,5,Bot,,,681351,,-4.95514378812262,-134.722630934768,-6.88146060944896,14.0997695536355,27.5337445193743,-15.2823313203109,3.11,1.39,,,,92.3,2086.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.52,,,,,,,,42,2,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,151.0,0.0,-0.044,,
FF,2024-04-12,92.5,1.49,6.0,"Yoshida, Masataka",807799,672282,,ball,13.0,Masataka Yoshida strikes out swinging.,L,L,BOS,LAA,B,,,0,0,0.67,1.48,-0.7,1.31,,,,0,5,Bot,,,681351,,-7.02043301731987,-134.284712728025,-9.32010259851575,9.64533826390771,28.4826380191262,-12.3870161902499,3.22,1.46,,,,92.1,2137.0,6.1,746978,694384,650859,543685,687263,621493,545361,543305,54.39,,,,,,,,42,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,146.0,0.0,0.032,,
CU,2024-04-12,76.1,1.36,6.24,"Dalbec, Bobby",666915,672282,field_out,hit_into_play,8.0,"Bobby Dalbec grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,BOS,LAA,X,6.0,ground_ball,1,2,-0.72,-1.25,0.26,1.76,,,,2,4,Bot,115.38,152.76,681351,,-0.992708912908734,-110.892054774507,-0.0970874350795694,-5.7680809711378,20.9992082577493,-42.6275682774262,3.5,1.68,3.0,87.6,-29.0,75.1,2551.0,5.6,746978,694384,650859,543685,687263,621493,545361,543305,54.91,0.04,0.043,0.0,1.0,0.0,0.0,2.0,36,4,Curveball,0,5,0,5,5,0,0,5,Standard,Standard,336.0,-0.004,-0.067,67.1822013571415,7.01966
FF,2024-04-12,93.5,1.64,6.02,"Dalbec, Bobby",666915,672282,,ball,12.0,"Bobby Dalbec grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,BOS,LAA,B,,,0,2,0.84,1.5,0.83,4.1,,,,2,4,Bot,,,681351,,-3.88337067839876,-136.114814398942,-2.50554167361991,11.2735708547283,29.6130967836664,-13.2030748998565,3.54,1.75,,,,92.8,2176.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.65,,,,,,,,36,3,4-Seam Fastball,0,5,0,5,5,0,0,5,Standard,Standard,143.0,0.0,0.008,,
FF,2024-04-12,93.8,1.2,6.16,"Dalbec, Bobby",666915,672282,,swinging_strike,6.0,"Bobby Dalbec grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,BOS,LAA,S,,,0,1,0.77,1.56,0.31,2.62,,,,2,4,Bot,,,681351,,-3.95030129579111,-136.408543941063,-6.82103257669739,10.4368443298036,29.0202870440271,-11.4296530813509,3.5,1.68,,,,93.2,2112.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.58,,,,,,,,36,2,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,147.0,0.0,-0.023,72.728093283693,6.18949
FF,2024-04-12,93.7,1.37,6.07,"Dalbec, Bobby",666915,672282,,called_strike,3.0,"Bobby Dalbec grounds out, shortstop Zach Neto to first baseman Nolan Schanuel.",R,L,BOS,LAA,S,,,0,0,0.72,1.58,0.61,3.19,,,,2,4,Bot,,,681351,,-3.55173780428593,-136.404822708398,-5.2129075180674,9.78530821867108,29.1223187358931,-11.5289362122675,3.59,1.8,,,,93.5,2175.0,6.1,746978,694384,650859,543685,687263,621493,545361,543305,54.43,,,,,,,,36,1,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,150.0,0.0,-0.015,,
SL,2024-04-12,85.9,1.42,6.11,"Casas, Triston",671213,672282,field_out,hit_into_play,6.0,Triston Casas pops out to third baseman Anthony Rendon.,L,L,BOS,LAA,X,5.0,popup,0,0,-0.3,0.3,0.49,3.02,,,,1,4,Bot,111.4,160.47,681351,,-1.59848997271956,-124.996271268684,-1.6154895721141,-2.75130072747098,28.079801283286,-28.9260769057981,3.73,1.76,110.0,80.0,71.0,84.7,2063.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.72,0.006,0.006,0.0,1.0,0.0,0.0,3.0,35,1,Slider,0,5,0,5,5,0,0,5,Infield shade,Standard,189.0,-0.009,-0.162,79.4768400366936,7.59728
SL,2024-04-12,85.7,1.35,6.13,"O'Neill, Tyler",641933,672282,strikeout,called_strike,1.0,Tyler O'Neill called out on strikes.,R,L,BOS,LAA,S,2.0,,3,2,-0.03,0.04,-0.69,2.81,,,,0,4,Bot,,,681351,,-4.72431841689676,-124.780972113672,-1.65626055149631,0.621495171158709,25.0845983336731,-31.6346089816209,3.31,1.51,,,,85.2,2105.0,5.9,746978,694384,650859,543685,687263,621493,545361,543305,54.58,,0.0,0.0,1.0,0.0,0.0,,34,8,Slider,0,5,0,5,5,0,0,5,Infield shade,Standard,260.0,-0.013,-0.297,,
FF,2024-04-12,93.3,1.35,6.12,"O'Neill, Tyler",641933,672282,,foul,3.0,Tyler O'Neill called out on strikes.,R,L,BOS,LAA,S,,,3,2,0.58,1.46,0.46,3.07,,,,0,4,Bot,,,681351,,-3.55447099831823,-135.892448279596,-5.28750729070721,7.98107174345539,28.5243746359961,-13.1412181480122,3.2,1.5,234.0,79.7,24.0,92.8,2046.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.65,,,,,,,,34,7,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,150.0,0.0,0.0,73.4327174965331,7.44619
CU,2024-04-12,74.8,1.39,6.2,"O'Neill, Tyler",641933,672282,,foul,9.0,Tyler O'Neill called out on strikes.,R,L,BOS,LAA,S,,,3,2,-0.5,-1.25,0.51,1.93,,,,0,4,Bot,,,681351,,-0.915461229886759,-108.962176240547,0.602552105631567,-3.81278633083343,20.6444891553854,-42.4547600084799,3.2,1.5,272.0,90.1,33.0,73.8,2339.0,5.7,746978,694384,650859,543685,687263,621493,545361,543305,54.83,,,,,,,,34,6,Curveball,0,5,0,5,5,0,0,5,Infield shade,Standard,333.0,0.0,0.0,72.0015241204293,6.58291
CU,2024-04-12,74.0,1.45,6.31,"O'Neill, Tyler",641933,672282,,ball,2.0,Tyler O'Neill called out on strikes.,R,L,BOS,LAA,B,,,2,2,-0.84,-0.97,-0.01,3.2,,,,0,4,Bot,,,681351,,-1.50234056680373,-107.652130749559,2.59138881551672,-6.25529247055842,19.5760644417552,-40.3693016978609,3.28,1.51,,,,73.0,2303.0,5.6,746978,694384,650859,543685,687263,621493,545361,543305,54.87,,,,,,,,34,5,Curveball,0,5,0,5,5,0,0,5,Infield shade,Standard,323.0,0.0,0.096,,
CH,2024-04-12,83.0,1.41,6.09,"O'Neill, Tyler",641933,672282,,ball,14.0,Tyler O'Neill called out on strikes.,R,L,BOS,LAA,B,,,1,2,0.77,1.25,0.57,0.75,,,,0,4,Bot,,,681351,,-3.38355432200413,-120.679481460708,-8.15507809231077,8.18218645329775,22.6343965244957,-18.5547138791702,3.2,1.54,,,,82.3,1464.0,5.8,746978,694384,650859,543685,687263,621493,545361,543305,54.69,,,,,,,,34,4,Changeup,0,5,0,5,5,0,0,5,Infield shade,Standard,163.0,0.0,0.034,,
CH,2024-04-12,83.7,1.35,6.11,"O'Neill, Tyler",641933,672282,,ball,14.0,Tyler O'Neill called out on strikes.,R,L,BOS,LAA,B,,,0,2,1.09,1.14,2.06,1.61,,,,0,4,Bot,,,681351,,-0.513121645476182,-121.693100049663,-6.11834461043457,10.8904643503605,25.9597594528765,-19.8420958110163,3.4,1.6,,,,82.9,1469.0,6.0,746978,694384,650859,543685,687263,621493,545361,543305,54.49,,,,,,,,34,3,Changeup,0,5,0,5,5,0,0,5,Standard,Standard,162.0,0.0,0.02,,
FF,2024-04-12,93.1,1.49,6.06,"O'Neill, Tyler",641933,672282,,foul,2.0,Tyler O'Neill called out on strikes.,R,L,BOS,LAA,S,,,0,1,0.8,1.52,0.23,2.75,,,,0,4,Bot,,,681351,,-4.96663872945867,-135.393262458079,-6.04092213083954,10.9295235224248,30.7696523623422,-12.3061777685406,3.2,1.5,252.0,75.0,42.0,92.8,2181.0,6.2,746978,694384,650859,543685,687263,621493,545361,543305,54.26,,,,,,,,34,2,4-Seam Fastball,0,5,0,5,5,0,0,5,Infield shade,Standard,147.0,0.0,-0.047,70.5657382107903,6.8435
