pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-04-03,94.8,-2.14,5.9,"Rosario, Eddie",592696,656605,,swinging_strike,2.0,Eddie Rosario strikes out swinging.,L,R,WSH,PIT,S,,,0,0,-0.89,1.45,-0.07,3.41,,,608841.0,2,5,Bot,,,680779,,7.38989156998205,-137.754024335684,-4.03392420238042,-13.0601633045133,31.6917943673176,-12.9788902266989,3.42,1.65,,,,94.4,2235.0,6.2,744869,642133,669707,663647,665833,669261,572191,668804,54.3,,,,,,,,44,1,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,219.0,0.0,-0.042,70.3357818737195,6.41217
FC,2024-04-03,89.9,-2.09,5.93,"Ruiz, Keibert",660688,656605,field_out,hit_into_play,5.0,Keibert Ruiz flies out to center fielder Michael A.   Taylor.,L,R,WSH,PIT,X,8.0,fly_ball,0,0,0.27,0.77,0.15,2.41,,,608841.0,1,5,Bot,147.29,105.95,680779,,4.99558059469393,-130.850379623338,-4.46672574168975,2.20304136158017,25.0677923843202,-22.5765091596661,3.46,1.53,239.0,95.8,52.0,90.8,2531.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.88,0.017,0.026,0.0,1.0,0.0,0.0,3.0,43,1,Cutter,4,2,4,2,2,4,4,2,Standard,Standard,181.0,-0.018,-0.296,75.7006574133807,7.44062
CU,2024-04-03,80.3,-1.92,6.11,"Gallo, Joey",608336,656605,strikeout,called_strike,8.0,Joey Gallo called out on strikes.,L,R,WSH,PIT,S,2.0,,0,2,1.17,-0.98,-0.15,1.55,,,608841.0,0,5,Bot,,,680779,,1.69150198519515,-116.834529933588,-1.4581298116797,10.2227116321295,24.8754957191208,-40.9490153871124,3.55,1.66,,,,79.8,2768.0,6.2,744869,642133,669707,663647,665833,669261,572191,668804,54.26,,0.0,0.0,1.0,0.0,0.0,,42,3,Curveball,4,2,4,2,2,4,4,2,Standard,Standard,40.0,-0.02,-0.223,,
CU,2024-04-03,79.4,-1.98,6.14,"Gallo, Joey",608336,656605,,swinging_strike,14.0,Joey Gallo called out on strikes.,L,R,WSH,PIT,S,,,0,1,1.02,-1.12,0.03,1.02,,,608841.0,0,5,Bot,,,680779,,2.4880783605968,-115.646660342743,-2.28011953240782,8.54259753693786,23.9591695384811,-41.9184705532395,3.51,1.65,,,,78.7,2770.0,6.0,744869,642133,669707,663647,665833,669261,572191,668804,54.5,,,,,,,,42,2,Curveball,4,2,4,2,2,4,4,2,Standard,Standard,42.0,0.0,-0.078,72.9478908096631,8.13745
FF,2024-04-03,94.4,-2.14,5.84,"Gallo, Joey",608336,656605,,swinging_strike,3.0,Joey Gallo called out on strikes.,L,R,WSH,PIT,S,,,0,0,-1.1,1.23,0.67,3.29,,,608841.0,0,5,Bot,,,680779,,9.75069096758092,-137.184850537112,-3.71299288845222,-15.9822334714561,29.0618564407017,-15.9664848473747,3.51,1.65,,,,94.6,2338.0,6.4,744869,642133,669707,663647,665833,669261,572191,668804,54.14,,,,,,,,42,1,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,215.0,0.0,-0.064,74.7407470586817,6.66175
FF,2024-04-03,95.5,-2.04,5.82,"Meneses, Joey",608841,656605,walk,ball,14.0,Joey Meneses walks.,R,R,WSH,PIT,B,,,3,2,-0.87,1.08,1.46,2.2,,,,0,5,Bot,,,680779,,11.2113982044115,-138.682219444277,-6.37911788005982,-13.5347308122514,27.9549743598819,-16.962040069131,3.77,1.86,,,,96.4,2305.0,6.7,744869,642133,669707,663647,665833,669261,572191,668804,53.82,,0.691353,0.7,1.0,0.0,0.0,,41,7,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,224.0,0.021,0.343,,
FC,2024-04-03,90.1,-2.07,6.04,"Meneses, Joey",608841,656605,,foul,8.0,Joey Meneses walks.,R,R,WSH,PIT,S,,,3,2,0.33,0.51,0.16,2.11,,,,0,5,Bot,,,680779,,4.85965900399193,-131.185155842898,-4.945229692029,2.85352695067605,25.2477596880157,-25.4776904791334,3.66,1.8,201.0,72.7,44.0,90.7,2313.0,6.4,744869,642133,669707,663647,665833,669261,572191,668804,54.1,,,,,,,,41,6,Cutter,4,2,4,2,2,4,4,2,Standard,Standard,169.0,0.0,0.0,72.1597359953475,7.23486
FF,2024-04-03,93.1,-2.08,5.89,"Meneses, Joey",608841,656605,,foul,1.0,Joey Meneses walks.,R,R,WSH,PIT,S,,,3,1,-0.92,1.26,-0.4,3.12,,,,0,5,Bot,,,680779,,6.36574702859261,-135.464898200052,-4.17065719604691,-12.7274153882893,27.2890888724251,-15.9113825699491,3.66,1.8,168.0,72.6,66.0,93.8,2476.0,6.5,744869,642133,669707,663647,665833,669261,572191,668804,53.95,,,,,,,,41,5,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,216.0,0.0,-0.077,69.188703979151,6.51973
ST,2024-04-03,82.5,-2.05,5.88,"Meneses, Joey",608841,656605,,ball,14.0,Joey Meneses walks.,R,R,WSH,PIT,B,,,2,1,1.14,0.07,1.24,1.38,,,,0,5,Bot,,,680779,,5.29418213933447,-120.108008478129,-3.86297281955651,9.95181309048679,23.8747368301028,-30.8972455755495,3.82,1.88,,,,83.0,2780.0,6.7,744869,642133,669707,663647,665833,669261,572191,668804,53.82,,,,,,,,41,4,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,58.0,0.0,0.111,,
SI,2024-04-03,92.7,-2.22,5.79,"Meneses, Joey",608841,656605,,called_strike,8.0,Joey Meneses walks.,R,R,WSH,PIT,S,,,2,0,-1.22,0.62,0.07,2.26,,,,0,5,Bot,,,680779,,8.55035327300224,-134.719365739492,-4.62012909330397,-16.6835104690948,27.7627382198035,-23.8399659193142,3.78,1.83,,,,93.4,2497.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.87,,,,,,,,41,3,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,222.0,0.0,-0.062,,
ST,2024-04-03,82.4,-2.3,5.92,"Meneses, Joey",608841,656605,,ball,1.0,Joey Meneses walks.,R,R,WSH,PIT,B,,,1,0,1.44,-0.18,-0.76,3.34,,,,0,5,Bot,,,680779,,0.701518124958062,-120.073953639329,1.01031126824654,13.7389270780277,23.4829266174009,-34.3570621300695,3.77,1.86,,,,82.7,2795.0,6.4,744869,642133,669707,663647,665833,669261,572191,668804,54.08,,,,,,,,41,2,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,60.0,0.0,0.066,,
ST,2024-04-03,81.4,-2.11,5.93,"Meneses, Joey",608841,656605,,ball,3.0,Joey Meneses walks.,R,R,WSH,PIT,B,,,0,0,1.09,-0.23,0.78,3.28,,,,0,5,Bot,,,680779,,4.4435078260415,-118.5544829585,1.05208540704165,9.47667151396849,21.6182365527373,-34.7437579804409,3.77,1.81,,,,82.2,2633.0,6.7,744869,642133,669707,663647,665833,669261,572191,668804,53.8,,,,,,,,41,1,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,65.0,0.0,0.032,,
SL,2024-04-03,87.6,-1.98,6.14,"Thomas, Lane",657041,656605,field_out,hit_into_play,8.0,Lane Thomas lines out to third baseman Ke'Bryan Hayes.,R,R,WSH,PIT,X,5.0,line_drive,0,0,0.48,-0.03,-0.11,1.99,,545121.0,,2,4,Bot,106.08,164.12,680779,,3.53307864550317,-127.484619062963,-3.81149857547324,4.46600840134347,27.3796824584573,-31.865069891117,3.19,1.52,141.0,108.8,7.0,87.7,2537.0,6.5,744869,642133,669707,663647,665833,669261,572191,668804,54.05,0.717,0.678,0.0,1.0,0.0,0.0,4.0,37,1,Slider,4,2,4,2,2,4,4,2,Standard,Standard,144.0,-0.023,-0.335,77.5666940264279,7.34581
ST,2024-04-03,83.4,-2.12,5.96,"Abrams, CJ",682928,656605,strikeout,foul_tip,4.0,CJ Abrams strikes out on a foul tip.,L,R,WSH,PIT,S,2.0,,2,2,1.2,0.16,-0.31,2.86,,545121.0,,1,4,Bot,,,680779,,1.79773750969397,-121.488604674893,-0.961941857355843,11.4736273280991,25.0906479985432,-30.6604084706285,3.46,1.59,,,,83.6,2790.0,6.5,744869,642133,669707,663647,665833,669261,572191,668804,54.02,,0.0,0.0,1.0,0.0,0.0,,36,5,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,71.0,-0.023,-0.271,71.0697226055377,6.83406
SL,2024-04-03,88.2,-2.03,6.02,"Abrams, CJ",682928,656605,,ball,14.0,CJ Abrams strikes out on a foul tip.,L,R,WSH,PIT,B,,,1,2,0.29,-0.04,0.79,-0.1,,,545121.0,1,4,Bot,,,680779,,6.26536308303705,-128.14066096677,-8.72990718071923,1.93195309333366,26.102879812335,-31.0384305514707,3.54,1.66,,,,88.6,2459.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.92,,,,,,,,36,4,Slider,4,2,4,2,2,4,4,2,Standard,Standard,168.0,0.012,0.059,,
FF,2024-04-03,94.9,-2.05,5.87,"Abrams, CJ",682928,656605,,ball,14.0,CJ Abrams strikes out on a foul tip.,L,R,WSH,PIT,B,,,0,2,-0.88,1.27,1.28,2.48,,,545121.0,1,4,Bot,,,680779,,10.709520641759,-137.658692569633,-6.04763886734235,-13.5195919894657,30.6361760212681,-14.7592207186638,3.64,1.71,,,,95.2,2481.0,6.7,744869,642133,669707,663647,665833,669261,572191,668804,53.84,,,,,,,,36,3,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,213.0,0.0,0.019,,
CU,2024-04-03,78.1,-2.0,6.12,"Abrams, CJ",682928,656605,,foul,13.0,CJ Abrams strikes out on a foul tip.,L,R,WSH,PIT,S,,,0,1,1.03,-1.21,-0.95,1.99,,,545121.0,1,4,Bot,,,680779,,0.359193149291639,-113.541795145535,0.370063003020203,8.64892439826683,25.6014215283928,-42.768785526447,3.46,1.59,4.0,42.9,-26.0,77.1,2673.0,6.1,744869,642133,669707,663647,665833,669261,572191,668804,54.35,,,,,,,,36,2,Curveball,4,2,4,2,2,4,4,2,Standard,Standard,40.0,0.0,-0.057,72.4924146233323,8.43291
SI,2024-04-03,91.4,-2.11,5.88,"Abrams, CJ",682928,656605,,called_strike,4.0,CJ Abrams strikes out on a foul tip.,L,R,WSH,PIT,S,,,0,0,-1.3,0.65,-0.66,2.36,,,545121.0,1,4,Bot,,,680779,,6.5042817477139,-132.843899036139,-4.37229946637236,-16.7915502115298,30.6823816197702,-23.7322031809386,3.59,1.79,,,,91.5,2434.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.91,,,,,,,,36,1,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,223.0,0.0,-0.04,,
CU,2024-04-03,78.4,-2.05,6.14,"Vargas, Ildemaro",545121,656605,fielders_choice_out,hit_into_play,13.0,"Ildemaro Vargas reaches on a fielder's choice out, catcher Henry Davis to third baseman Ke'Bryan Hayes.   Luis García Jr.  out at 3rd.",L,R,WSH,PIT,X,2.0,ground_ball,0,1,1.23,-1.14,-1.04,2.23,,671277.0,,0,4,Bot,125.79,203.4,680779,,-0.0986470741725756,-114.020871423961,0.60838906827317,10.6393008495019,24.2698092576915,-42.3674160869457,3.28,1.48,1.0,38.1,-71.0,77.7,2567.0,6.2,744869,642133,669707,663647,665833,669261,572191,668804,54.33,0.18,0.158,0.0,1.0,0.0,0.0,1.0,35,2,Curveball,4,2,4,2,2,4,4,2,Strategic,Standard,38.0,-0.04,0.014,,
SI,2024-04-03,91.3,-2.29,5.84,"Vargas, Ildemaro",545121,656605,,foul_bunt,13.0,"Ildemaro Vargas reaches on a fielder's choice out, catcher Henry Davis to third baseman Ke'Bryan Hayes.   Luis García Jr.  out at 3rd.",L,R,WSH,PIT,S,,,0,0,-1.44,0.86,-1.55,2.04,,671277.0,,0,4,Bot,,,680779,,4.98978737633794,-132.684820743943,-5.48355089554206,-18.095156386971,30.9413428016371,-20.9885696225684,3.28,1.48,98.0,,,91.3,2451.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.95,,,,,,,,35,1,Sinker,4,2,4,2,2,4,4,2,Strategic,Standard,221.0,0.0,-0.053,12.0539718918711,2.73443
CH,2024-04-03,89.1,-2.11,5.97,"García Jr., Luis",671277,656605,double,hit_into_play,6.0,Luis García Jr.  doubles (3) on a sharp line drive to right fielder Bryan Reynolds.,L,R,WSH,PIT,X,9.0,line_drive,1,0,-1.39,0.67,0.64,2.48,,,,0,4,Bot,236.49,98.96,680779,,9.61813199805055,-129.370873512118,-3.92889964277246,-17.5619897374005,26.5806051498094,-23.9821926205724,3.55,1.71,302.0,110.4,17.0,88.9,1465.0,6.2,744869,642133,669707,663647,665833,669261,572191,668804,54.27,0.697,0.856,1.25,1.0,1.0,1.0,6.0,34,2,Changeup,4,2,4,2,2,4,4,2,Standard,Standard,241.0,0.042,0.595,76.2146745481311,7.24951
ST,2024-04-03,79.1,-2.32,5.88,"García Jr., Luis",671277,656605,,ball,11.0,Luis García Jr.  doubles (3) on a sharp line drive to right fielder Bryan Reynolds.,L,R,WSH,PIT,B,,,0,0,1.52,0.02,-1.75,4.28,,,,0,4,Bot,,,680779,,-1.61027973067176,-115.168078454968,3.29416250801448,13.8336250734161,22.2994049254147,-32.8429146650841,3.43,1.6,,,,,2740.0,,744869,642133,669707,663647,665833,669261,572191,668804,54.13,,,,,,,,34,1,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,71.0,0.0,0.032,,
FC,2024-04-03,89.6,-1.86,6.14,"Lipscomb, Trey",702358,656605,strikeout,called_strike,3.0,Trey Lipscomb called out on strikes.,R,R,WSH,PIT,S,2.0,,1,2,0.54,0.1,0.49,3.08,,608336.0,,2,3,Bot,,,680779,,4.69371801371472,-130.530104928731,-1.83232631131836,5.27375234960832,26.4478918545017,-30.8530874685186,3.47,1.63,,,,90.1,2563.0,6.5,744869,642133,669707,663647,665833,669261,572191,668804,54.03,,0.0,0.0,1.0,0.0,0.0,,29,4,Cutter,4,2,4,2,2,4,4,2,Standard,Standard,131.0,-0.024,-0.234,,
SL,2024-04-03,87.0,-1.87,6.04,"Lipscomb, Trey",702358,656605,,swinging_strike_blocked,14.0,Trey Lipscomb called out on strikes.,R,R,WSH,PIT,S,,,1,1,0.26,0.25,0.55,0.49,,608336.0,,2,3,Bot,,,680779,,5.30350819571469,-126.552638031329,-7.72720969550072,1.77155830129162,24.3576375587767,-28.2148118657279,3.49,1.6,,,,87.7,2498.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.89,,,,,,,,29,3,Slider,4,2,4,2,2,4,4,2,Standard,Standard,134.0,0.0,-0.077,70.4347551389562,8.84016
FF,2024-04-03,93.0,-2.04,5.97,"Lipscomb, Trey",702358,656605,,ball,12.0,Trey Lipscomb called out on strikes.,R,R,WSH,PIT,B,,,0,1,-0.61,1.32,0.62,3.81,,608336.0,,2,3,Bot,,,680779,,8.14737962887292,-135.219237106983,-2.68309025368985,-9.20613700551694,28.096732356568,-15.5099011918491,3.61,1.72,,,,93.1,2505.0,6.3,744869,642133,669707,663647,665833,669261,572191,668804,54.19,,,,,,,,29,2,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,218.0,0.0,0.029,,
ST,2024-04-03,81.5,-2.01,5.99,"Lipscomb, Trey",702358,656605,,called_strike,6.0,Trey Lipscomb called out on strikes.,R,R,WSH,PIT,S,,,0,0,1.06,-0.1,0.66,2.44,,608336.0,,2,3,Bot,,,680779,,3.97070069548103,-118.536221557134,-1.10623418121678,9.11206106028607,25.1277100780223,-33.0811937220108,3.45,1.63,,,,81.4,2801.0,6.5,744869,642133,669707,663647,665833,669261,572191,668804,53.97,,,,,,,,29,1,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,63.0,0.0,-0.053,,
ST,2024-04-03,82.7,-2.15,5.9,"Rosario, Eddie",592696,656605,field_out,hit_into_play,5.0,"Eddie Rosario grounds out, pitcher Mitch Keller to first baseman Rowdy Tellez.",L,R,WSH,PIT,X,1.0,ground_ball,0,0,1.29,0.44,-0.05,2.72,,608336.0,,1,3,Bot,127.91,184.47,680779,,2.27950711595465,-120.524881090392,-1.64369880838036,12.1866604533936,22.8701186439295,-27.8203718077175,3.42,1.65,10.0,84.2,-15.0,83.0,2709.0,6.4,744869,642133,669707,663647,665833,669261,572191,668804,54.14,0.106,0.11,0.0,1.0,0.0,0.0,2.0,28,1,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,70.0,-0.024,-0.33,70.3566936043249,6.61738
FF,2024-04-03,93.5,-2.13,5.85,"Ruiz, Keibert",660688,656605,field_out,hit_into_play,5.0,Keibert Ruiz lines out to shortstop Oneil Cruz.,L,R,WSH,PIT,X,6.0,line_drive,2,0,-0.78,1.22,0.2,2.33,,608336.0,,0,3,Bot,111.49,144.2,680779,,7.76126237295967,-135.93315080022,-6.06873367066671,-11.3368284938441,28.9719587558946,-15.9105696129195,3.46,1.53,148.0,70.9,14.0,94.1,2402.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.87,0.38,0.342,0.0,1.0,0.0,0.0,4.0,27,3,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,212.0,-0.029,-0.481,62.9648074410162,5.79154
ST,2024-04-03,82.4,-2.13,5.9,"Ruiz, Keibert",660688,656605,,ball,14.0,Keibert Ruiz lines out to shortstop Oneil Cruz.,L,R,WSH,PIT,B,,,1,0,1.32,0.15,1.4,2.51,,608336.0,,0,3,Bot,,,680779,,5.47211806995266,-119.950473713359,-1.47197866550166,11.5734695261813,24.054039789666,-30.6531239139188,3.41,1.7,,,,82.7,2878.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.93,,,,,,,,27,2,Sweeper,4,2,4,2,2,4,4,2,Standard,Standard,69.0,0.0,0.06,,
CU,2024-04-03,77.1,-2.05,6.19,"Ruiz, Keibert",660688,656605,,ball,11.0,Keibert Ruiz lines out to shortstop Oneil Cruz.,L,R,WSH,PIT,B,,,0,0,0.86,-1.22,-0.97,2.84,,608336.0,,0,3,Bot,,,680779,,0.741991041679388,-112.226783087074,2.08508196852052,7.05688426840938,21.56704580446,-43.0259259070536,3.38,1.61,,,,76.9,2664.0,6.3,744869,642133,669707,663647,665833,669261,572191,668804,54.25,,,,,,,,27,1,Curveball,4,2,4,2,2,4,4,2,Standard,Standard,39.0,0.0,0.057,,
FF,2024-04-03,93.3,-2.21,5.87,"Gallo, Joey",608336,656605,double,hit_into_play,5.0,Joey Gallo doubles (1) on a line drive to right fielder Bryan Reynolds.,L,R,WSH,PIT,X,9.0,line_drive,1,1,-0.92,1.26,-0.12,2.69,,,,0,3,Bot,208.12,117.04,680779,,7.43906904189436,-135.682277533398,-5.23993076355337,-12.9882499386634,27.7561831188287,-15.6467759990862,3.51,1.65,181.0,82.6,16.0,93.9,2445.0,6.6,744869,642133,669707,663647,665833,669261,572191,668804,53.95,0.969,0.9,1.25,1.0,1.0,1.0,4.0,26,3,4-Seam Fastball,4,2,4,2,2,4,4,2,Standard,Standard,223.0,0.043,0.639,76.351767800717,7.50884
