pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,zone,des,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,fielder_2,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
FF,2024-04-03,95.7,-2.33,5.33,"Paredes, Isaac",670623,543135,,ball,14.0,Isaac Paredes strikes out swinging.,R,R,TB,TEX,B,,,0,1,-0.98,1.23,0.01,1.3,,,,0,7,Bot,,,641680,,8.32666431773728,-138.847463019711,-7.69916529988579,-14.6042824391858,33.5384051176944,-14.612040486381,3.27,1.61,,,,95.0,2302.0,6.2,745114,665120,543760,677649,669701,694671,665750,666969,54.29,,,,,,,,48,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Standard,Standard,229.0,0.0,0.021,,
FS,2024-04-03,88.2,-2.31,5.43,"Paredes, Isaac",670623,543135,,foul,13.0,Isaac Paredes strikes out swinging.,R,R,TB,TEX,S,,,0,0,-1.2,0.12,-0.24,1.38,,,,0,7,Bot,,,641680,,7.51062294694935,-128.144156483064,-3.99293856682475,-14.7294589462827,26.7703671051388,-30.1764334981834,3.26,1.56,123.0,85.7,11.0,88.1,1783.0,6.3,745114,665120,543760,677649,669701,694671,665750,666969,54.18,,,,,,,,48,1,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,242.0,0.0,-0.033,71.6378881750292,8.62792
FS,2024-04-03,90.6,-2.44,5.37,"Arozarena, Randy",668227,543135,field_out,hit_into_play,4.0,"Randy Arozarena grounds out, third baseman Ezequiel Duran to first baseman Jared Walsh.",R,R,TB,TEX,X,5.0,ground_ball,1,2,-1.06,0.04,-0.3,2.16,,,,2,6,Bot,107.45,165.47,641680,,7.68686288992778,-131.755498222876,-2.20032597854843,-13.9566603180219,27.6694276601596,-31.4231778773439,3.26,1.55,36.0,81.3,-1.0,91.7,1597.0,6.9,745114,665120,543760,677649,669701,694671,665750,666969,53.56,0.163,0.175,0.0,1.0,0.0,0.0,2.0,44,4,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,241.0,-0.019,-0.067,74.4497002433375,7.4041
CU,2024-04-03,77.2,-2.29,5.51,"Arozarena, Randy",668227,543135,,called_strike,5.0,"Randy Arozarena grounds out, third baseman Ezequiel Duran to first baseman Jared Walsh.",R,R,TB,TEX,S,,,1,1,0.96,-0.86,0.26,2.39,,,,2,6,Bot,,,641680,,3.70950328292458,-112.246685271558,2.00986761542255,7.32611504010963,22.3856400486019,-40.0326643493228,3.27,1.59,,,,77.7,2053.0,6.9,745114,665120,543760,677649,669701,694671,665750,666969,53.56,,,,,,,,44,3,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,50.0,0.0,-0.025,,
FS,2024-04-03,89.3,-2.41,5.4,"Arozarena, Randy",668227,543135,,swinging_strike,4.0,"Randy Arozarena grounds out, third baseman Ezequiel Duran to first baseman Jared Walsh.",R,R,TB,TEX,S,,,1,0,-1.22,-0.3,-0.77,2.14,,,,2,6,Bot,,,641680,,6.67443666719253,-129.96750315642,-1.3625731181463,-15.1813036411127,27.7298626905389,-35.4508401316244,3.26,1.55,,,,90.0,1579.0,6.8,745114,665120,543760,677649,669701,694671,665750,666969,53.73,,,,,,,,44,2,Split-Finger,0,1,0,1,1,0,0,1,Standard,Standard,245.0,0.0,-0.019,52.0637268661195,6.01189
FC,2024-04-03,93.2,-2.2,5.46,"Arozarena, Randy",668227,543135,,ball,14.0,"Randy Arozarena grounds out, third baseman Ezequiel Duran to first baseman Jared Walsh.",R,R,TB,TEX,B,,,0,0,0.19,0.84,1.62,2.0,,,,2,6,Bot,,,641680,,9.57515624154942,-135.421610841777,-5.03203186755028,0.20670553760708,30.1082048030157,-20.8823669927501,3.27,1.54,,,,94.9,2297.0,7.4,745114,665120,543760,677649,669701,694671,665750,666969,53.12,,,,,,,,44,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,199.0,0.0,0.014,,
FC,2024-04-03,92.2,-2.39,5.33,"Rosario, Amed",642708,543135,field_out,hit_into_play,4.0,Amed Rosario flies out to right fielder Adolis García.,R,R,TB,TEX,X,9.0,fly_ball,1,0,0.03,0.77,-0.62,2.77,,,,1,6,Bot,160.49,96.94,641680,,4.52931417460797,-134.20452898269,-2.38215600467123,-0.681895890800937,30.3528510076397,-22.5254775495471,3.37,1.63,269.0,79.2,38.0,94.0,2220.0,7.4,745114,665120,543760,677649,669701,694671,665750,666969,53.08,0.034,0.038,0.0,1.0,0.0,0.0,3.0,43,2,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,205.0,-0.028,-0.187,73.6475053574824,6.98201
CU,2024-04-03,77.4,-2.27,5.48,"Rosario, Amed",642708,543135,,ball,14.0,Amed Rosario flies out to right fielder Adolis García.,R,R,TB,TEX,B,,,0,0,0.62,-1.06,0.1,0.79,,,,1,6,Bot,,,641680,,3.98747698734931,-112.594284071587,-1.0012749150123,4.36613572173362,23.383179841366,-41.1314216842573,3.38,1.64,,,,78.0,2066.0,7.0,745114,665120,543760,677649,669701,694671,665750,666969,53.46,,,,,,,,43,1,Curveball,0,1,0,1,1,0,0,1,Standard,Standard,47.0,0.0,0.025,,
FC,2024-04-03,91.7,-2.31,5.41,"Díaz, Yandy",650490,543135,field_out,hit_into_play,9.0,"Yandy Díaz grounds out, first baseman Jared Walsh to pitcher Nathan Eovaldi.",R,R,TB,TEX,X,3.0,ground_ball,0,0,-0.02,0.73,0.47,1.82,,,,0,6,Bot,156.73,171.01,641680,,7.20534117840532,-133.286494231815,-4.82607843343409,-1.91257869187639,30.9096624229011,-22.6339264385106,3.43,1.67,12.0,71.4,-7.0,93.2,2354.0,7.4,745114,665120,543760,677649,669701,694671,665750,666969,53.08,0.086,0.075,0.0,1.0,0.0,0.0,2.0,42,1,Cutter,0,1,0,1,1,0,0,1,Standard,Standard,199.0,-0.04,-0.227,77.2500563397318,8.16739
FF,2024-04-03,96.8,-2.38,5.29,"Siri, Jose",642350,543135,strikeout,swinging_strike,3.0,Jose Siri strikes out swinging.,R,R,TB,TEX,S,2.0,,0,2,-1.3,0.86,0.29,3.39,,666163.0,,2,5,Bot,,,641680,,10.1275842738107,-140.462195755645,-1.40270647453515,-19.6088464087286,36.5644105718158,-20.766594772447,3.4,1.65,,,,96.4,2250.0,6.6,745114,665120,543760,677649,669701,694671,665750,666969,53.94,,0.0,0.0,1.0,0.0,0.0,,37,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,232.0,-0.047,-0.2,71.3249761041465,6.65422
FF,2024-04-03,95.5,-2.31,5.33,"Siri, Jose",642350,543135,,swinging_strike,11.0,Jose Siri strikes out swinging.,R,R,TB,TEX,S,,,0,1,-1.15,0.99,-0.35,3.77,,666163.0,,2,5,Bot,,,641680,,7.81765735606606,-138.759367460609,-0.617453401148951,-16.6811108493723,36.2163618684621,-19.5966466200054,3.4,1.65,,,,95.5,2160.0,6.7,745114,665120,543760,677649,669701,694671,665750,666969,53.76,,,,,,,,37,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,231.0,0.0,-0.082,67.4771562946902,6.34553
CU,2024-04-03,78.8,-2.19,5.47,"Siri, Jose",642350,543135,,swinging_strike,14.0,Jose Siri strikes out swinging.,R,R,TB,TEX,S,,,0,0,0.65,-0.95,0.08,1.19,,666163.0,,2,5,Bot,,,641680,,3.79579857646972,-114.572074922705,-0.561848598062087,4.84847068281845,24.8501029998396,-40.5360336360061,3.4,1.65,,,,79.6,2047.0,7.3,745114,665120,543760,677649,669701,694671,665750,666969,53.22,,,,,,,,37,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,46.0,0.0,-0.053,75.3557244236686,8.49656
FC,2024-04-03,93.0,-2.35,5.38,"Rortvedt, Ben",666163,543135,double,hit_into_play,12.0,Ben Rortvedt doubles (1) on a line drive to right fielder Adolis García.,L,R,TB,TEX,X,9.0,line_drive,1,1,0.1,0.77,1.07,2.72,,,,2,5,Bot,193.93,140.88,641680,,8.61578375830343,-135.070074494505,-2.67307942663446,-0.793419772954016,32.2559833128625,-22.417819096743,3.15,1.46,145.0,68.3,16.0,93.4,2302.0,6.9,745114,665120,543760,677649,669701,694671,665750,666969,53.62,0.506,0.465,1.25,1.0,1.0,1.0,2.0,36,3,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,199.0,0.033,0.24,,
FS,2024-04-03,88.9,-2.41,5.43,"Rortvedt, Ben",666163,543135,,swinging_strike,7.0,Ben Rortvedt doubles (1) on a line drive to right fielder Adolis García.,L,R,TB,TEX,S,,,1,0,-1.31,0.03,-0.33,1.43,,,,2,5,Bot,,,641680,,7.92412775204094,-129.184578807836,-3.82188248973802,-16.3002272955228,28.2202648246057,-31.1897870027199,3.15,1.46,,,,89.6,1731.0,6.9,745114,665120,543760,677649,669701,694671,665750,666969,53.59,,,,,,,,36,2,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,243.0,0.0,-0.019,70.2630806918638,8.18995
CU,2024-04-03,76.2,-2.09,5.54,"Rortvedt, Ben",666163,543135,,ball,8.0,Ben Rortvedt doubles (1) on a line drive to right fielder Adolis García.,L,R,TB,TEX,B,,,0,0,0.5,-0.74,0.26,1.31,,,,2,5,Bot,,,641680,,4.09311489179125,-110.90190904347,-0.430331812206006,3.30741376730949,22.0046323271124,-38.3596933628169,3.19,1.35,,,,76.9,1987.0,7.1,745114,665120,543760,677649,669701,694671,665750,666969,53.45,,,,,,,,36,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,46.0,0.0,0.014,,
FS,2024-04-03,89.4,-2.51,5.32,"Caballero, José",676609,543135,field_out,hit_into_play,5.0,José Caballero pops out to second baseman Marcus Semien.,R,R,TB,TEX,X,4.0,popup,0,1,-1.22,-0.05,0.13,2.24,,,,1,5,Bot,146.36,131.28,641680,,9.23390869071747,-129.970729602403,-1.47929005524677,-15.7940095014288,26.4473739457867,-32.6429722632124,3.03,1.38,179.0,90.4,61.0,90.8,1673.0,7.1,745114,665120,543760,677649,669701,694671,665750,666969,53.4,0.006,0.005,0.0,1.0,0.0,0.0,3.0,35,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,245.0,-0.022,-0.137,70.795662973189,7.32303
FC,2024-04-03,92.7,-2.39,5.3,"Caballero, José",676609,543135,,foul,5.0,José Caballero pops out to second baseman Marcus Semien.,R,R,TB,TEX,S,,,0,0,-0.02,0.8,0.17,2.0,,,,1,5,Bot,,,641680,,6.65512664866721,-134.825224855934,-4.43384223918211,-1.66189246444057,29.5534120387711,-21.6952139684695,3.03,1.38,225.0,77.4,47.0,93.8,2245.0,7.0,745114,665120,543760,677649,669701,694671,665750,666969,53.51,,,,,,,,35,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,206.0,0.0,-0.024,67.0775095522961,6.35194
FS,2024-04-03,88.2,-2.32,5.41,"Ramírez, Harold",623912,543135,field_out,hit_into_play,6.0,"Harold Ramírez grounds out, shortstop Josh Smith to first baseman Jared Walsh.",R,R,TB,TEX,X,6.0,ground_ball,1,1,-1.18,-0.1,0.47,2.21,,,,0,5,Bot,119.55,168.5,641680,,9.32351710611757,-128.1955652665,-1.49103401633533,-14.9163551361963,25.9056522370672,-33.1574687303843,3.25,1.49,1.0,76.9,-55.0,88.9,1734.0,6.7,745114,665120,543760,677649,669701,694671,665750,666969,53.76,0.289,0.284,0.0,1.0,0.0,0.0,2.0,34,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,241.0,-0.029,-0.215,72.254950626486,6.96423
FS,2024-04-03,88.8,-2.33,5.33,"Ramírez, Harold",623912,543135,,ball,13.0,"Harold Ramírez grounds out, shortstop Josh Smith to first baseman Jared Walsh.",R,R,TB,TEX,B,,,0,1,-1.4,0.08,-0.37,0.57,,,,0,5,Bot,,,641680,,7.78448679266126,-128.941802510544,-5.74787226073675,-17.2429549245361,28.2577846508695,-30.2423523471724,3.43,1.59,,,,89.0,1740.0,6.7,745114,665120,543760,677649,669701,694671,665750,666969,53.83,,,,,,,,34,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,242.0,0.0,0.021,,
FC,2024-04-03,91.5,-2.29,5.37,"Ramírez, Harold",623912,543135,,called_strike,6.0,"Harold Ramírez grounds out, shortstop Josh Smith to first baseman Jared Walsh.",R,R,TB,TEX,S,,,0,0,-0.06,0.69,0.43,2.25,,,,0,5,Bot,,,641680,,7.06760448236227,-133.012522254222,-3.45101489399527,-2.3120175392892,30.9175641457247,-23.451267524994,3.26,1.45,,,,92.1,2262.0,6.9,745114,665120,543760,677649,669701,694671,665750,666969,53.6,,,,,,,,34,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,203.0,0.0,-0.033,,
FS,2024-04-03,87.7,-2.25,5.26,"Palacios, Richie",680700,543135,grounded_into_double_play,hit_into_play,14.0,"Richie Palacios grounds into a double play, shortstop Josh Smith to first baseman Jared Walsh.   Isaac Paredes out at 2nd.    Richie Palacios out at 1st.",L,R,TB,TEX,X,6.0,ground_ball,0,2,-1.2,0.1,0.03,1.43,,,670623.0,1,4,Bot,117.13,145.49,641680,,8.10196602206771,-127.518033276352,-3.36950346701463,-14.8110139515217,26.2034174424272,-30.5323737050856,3.36,1.59,8.0,86.0,-9.0,88.5,1520.0,6.9,745114,665120,543760,677649,669701,694671,665750,666969,53.64,0.109,0.114,0.0,1.0,0.0,0.0,2.0,30,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,249.0,-0.062,-0.271,66.203188792446,6.63845
FC,2024-04-03,91.5,-2.35,5.28,"Palacios, Richie",680700,543135,,foul,3.0,"Richie Palacios grounds into a double play, shortstop Josh Smith to first baseman Jared Walsh.   Isaac Paredes out at 2nd.    Richie Palacios out at 1st.",L,R,TB,TEX,S,,,0,1,0.17,1.06,0.72,3.37,,,670623.0,1,4,Bot,,,641680,,7.39888483635033,-133.062255385302,-1.21769755319912,0.384432038587557,28.8542411003691,-19.5207064625,3.36,1.59,75.0,75.4,8.0,91.9,2199.0,6.6,745114,665120,543760,677649,669701,694671,665750,666969,53.93,,,,,,,,30,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,208.0,0.0,-0.057,19.1870681783405,4.24998
FS,2024-04-03,89.6,-2.43,5.33,"Palacios, Richie",680700,543135,,swinging_strike,13.0,"Richie Palacios grounds into a double play, shortstop Josh Smith to first baseman Jared Walsh.   Isaac Paredes out at 2nd.    Richie Palacios out at 1st.",L,R,TB,TEX,S,,,0,0,-1.23,-0.28,-0.98,1.55,,,670623.0,1,4,Bot,,,641680,,6.22257301925844,-130.361178786076,-2.73940079205526,-15.4003768007731,28.409712854573,-35.0218642148527,3.36,1.59,,,,90.1,1552.0,6.7,745114,665120,543760,677649,669701,694671,665750,666969,53.82,,,,,,,,30,1,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,243.0,0.0,-0.04,73.4018492106,7.60073
FF,2024-04-03,95.0,-2.37,5.13,"Paredes, Isaac",670623,543135,single,hit_into_play,1.0,Isaac Paredes singles on a fly ball to left fielder Wyatt Langford.,R,R,TB,TEX,X,7.0,fly_ball,2,2,-1.54,0.78,-0.41,3.11,,,,1,4,Bot,69.47,141.08,641680,,8.60803960647974,-138.089734207366,-1.35292811910744,-21.5775982114339,31.9986415052527,-22.1725496426403,3.26,1.56,202.0,62.2,39.0,95.2,2172.0,6.5,745114,665120,543760,677649,669701,694671,665750,666969,53.97,0.34,0.306,0.9,1.0,1.0,0.0,3.0,29,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,233.0,0.03,0.288,68.3918611881966,7.27373
SL,2024-04-03,88.7,-2.28,5.33,"Paredes, Isaac",670623,543135,,ball,14.0,Isaac Paredes singles on a fly ball to left fielder Wyatt Langford.,R,R,TB,TEX,B,,,1,2,0.5,0.47,0.29,1.0,,,,1,4,Bot,,,641680,,5.31595144115396,-129.005420164036,-5.54183870185776,4.38721974646468,28.0836044198997,-25.9815280794067,3.27,1.54,,,,89.6,2201.0,7.0,745114,665120,543760,677649,669701,694671,665750,666969,53.52,,,,,,,,29,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,168.0,0.0,0.024,,
