pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FC,4/21/2024,81.4,-0.94,6.0,668800,670241,,swinging_strike,9.0,R,R,S,,,0,0,-0.05,0.53,0.78,1.47,,,,0,3,Top,,,3.949388756,-118.4072178,-4.546657525,-1.277521864,23.62889711,-26.54734483,3.21,1.49,,,,81.1,2381.0,6.2,747133,54.28,,,,,,,,18,1,Cutter,3,0,0,3,0,3,0,3,Standard,Standard,223.0,0.0,-0.033,70.6,8.5,,0.033,,3,-3,0.805,0.195,26,29,26,29,1,0,6.0,1.0,33.0,4.0,2.93,0.05,0.05,40.1
FF,4/21/2024,89.9,1.63,6.48,668800,669276,field_out,hit_into_play,3.0,R,L,X,8.0,line_drive,0,0,0.62,1.47,0.76,2.91,,,694671.0,0,7,Top,164.12,71.64,-3.475900144,-130.7957213,-5.951086076,7.881531344,29.14614441,-14.25041625,3.21,1.49,330.0,105.3,16.0,89.9,2213.0,6.4,747133,54.1,0.577,0.633,0.0,1.0,0.0,0.0,5.0,50,1,4-Seam Fastball,3,4,4,3,4,3,4,3,Standard,Standard,156.0,0.035,-0.369,70.8,6.6,0.935,0.369,105.3,-1,1,0.263,0.737,29,29,30,29,1,2,7.0,1.0,6.0,4.0,1.36,0.62,-0.62,43.9
ST,4/21/2024,81.9,2.91,5.45,668800,607481,field_out,hit_into_play,14.0,R,L,X,6.0,line_drive,2,2,-1.68,-0.18,1.01,2.19,,,,0,9,Top,102.9,137.97,-1.042055072,-119.2167825,-0.402153128,-15.73211558,24.55299356,-34.04177933,3.21,1.49,167.0,94.1,12.0,81.7,2575.0,6.3,747133,54.22,0.903,0.849,0.0,1.0,0.0,0.0,4.0,68,5,Sweeper,4,6,6,4,6,4,6,4,Strategic,Standard,298.0,0.007,-0.203,79.6,7.8,1.039,0.203,94.1,-2,2,0.071,0.929,30,29,31,29,1,3,5.0,1.0,7.0,4.0,3.6,-1.68,1.68,13.4
FF,4/21/2024,94.7,2.9,5.27,668800,607481,,ball,14.0,R,L,B,,,1,2,1.03,0.88,0.28,1.49,,,,0,9,Top,,,-9.117817322,-137.5366968,-6.175091959,15.08625522,28.38669864,-19.83471416,3.34,1.64,,,,94.8,2297.0,6.3,747133,54.23,,,,,,,,68,4,4-Seam Fastball,4,6,6,4,6,4,6,4,Strategic,Standard,122.0,0.0,0.036,,,,-0.036,,-2,2,0.071,0.929,30,29,31,29,1,3,5.0,1.0,7.0,4.0,1.66,1.03,-1.03,8.5
ST,4/21/2024,83.1,2.9,5.46,668800,607481,,ball,14.0,R,L,B,,,0,2,-1.47,0.01,1.07,2.29,,,,0,9,Top,,,-1.2984357,-121.1030828,-0.837672449,-14.24599348,23.48501835,-32.15458136,3.36,1.55,,,,83.3,2500.0,6.4,747133,54.15,,,,,,,,68,3,Sweeper,4,6,6,4,6,4,6,4,Strategic,Standard,296.0,0.0,0.021,,,,-0.021,,-2,2,0.071,0.929,30,29,31,29,1,3,5.0,1.0,7.0,4.0,3.28,-1.47,1.47,14.1
ST,4/21/2024,82.7,2.93,5.32,668800,607481,,foul,13.0,R,L,S,,,0,1,-1.56,-0.27,-0.82,1.29,,,,0,9,Top,,,-5.481291194,-120.282885,-2.062683699,-13.74195986,26.75424615,-34.53567756,3.21,1.49,2.0,,-41.0,82.1,2551.0,6.2,747133,54.27,,,,,,,,68,2,Sweeper,4,6,6,4,6,4,6,4,Standard,Standard,303.0,0.0,-0.049,81.2,8.0,,0.049,,-2,2,0.071,0.929,30,29,31,29,1,3,5.0,1.0,7.0,4.0,3.65,-1.56,1.56,10.2
SI,4/21/2024,92.9,2.93,5.15,668800,607481,,called_strike,9.0,R,L,S,,,0,0,1.11,0.04,0.44,2.07,,,,0,9,Top,,,-8.81798293,-135.0834746,-2.219277163,15.51079804,28.95309959,-31.34427601,3.41,1.55,,,,92.9,2069.0,6.3,747133,54.21,,,,,,,,68,1,Sinker,4,6,6,4,6,4,6,4,Standard,Standard,111.0,0.0,-0.033,,,,0.033,,-2,2,0.071,0.929,30,29,31,29,1,3,5.0,1.0,7.0,4.0,2.6,1.11,-1.11,4.5
FF,4/25/2024,94.3,-2.31,5.09,668800,622491,strikeout,swinging_strike,12.0,R,R,S,2.0,,0,2,-0.9,1.25,0.55,3.44,,,,0,5,Bot,,,9.222911511,-136.9261944,-1.257265724,-13.50250187,35.07134878,-16.55334202,3.25,1.52,,,,91.9,2205.0,5.3,745027,55.17,,0.0,0.0,1.0,0.0,0.0,,38,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,239.0,-0.031,-0.146,72.2,6.4,,0.146,,-2,-2,0.277,0.277,31,29,32,29,2,1,5.0,4.0,5.0,2.0,1.36,0.9,0.9,21.8
FF,4/25/2024,95.6,-2.28,5.15,668800,622491,,swinging_strike,12.0,R,R,S,,,0,1,-1.01,1.17,0.21,3.93,,,,0,5,Bot,,,8.675929328,-138.9161018,-0.149024772,-15.19026358,35.24396445,-17.38687396,3.25,1.52,,,,93.2,2384.0,5.3,745027,55.22,,,,,,,,38,2,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,234.0,0.0,-0.049,67.4,5.6,,0.049,,-2,-2,0.277,0.277,31,29,32,29,2,1,5.0,4.0,5.0,2.0,1.36,1.01,1.01,17.2
FF,4/25/2024,95.0,-2.35,5.09,668800,622491,,swinging_strike,12.0,R,R,S,,,0,0,-0.85,1.31,0.93,3.43,,,,0,5,Bot,,,10.32400407,-137.8788147,-1.517023118,-13.3471535,34.7750637,-15.44297364,3.25,1.52,,,,92.9,2400.0,5.5,745027,54.98,,,,,,,,38,1,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,232.0,0.0,-0.033,72.5,6.4,,0.033,,-2,-2,0.277,0.277,31,29,32,29,2,1,5.0,4.0,5.0,2.0,1.25,0.85,0.85,14.5
FF,4/25/2024,96.9,-2.15,5.15,668800,622491,strikeout,called_strike,12.0,R,R,S,2.0,,3,2,-1.01,1.18,0.89,2.86,669701.0,694671.0,,2,2,Bot,,,10.27181585,-140.6808567,-3.2063871,-15.85943519,33.62578878,-15.93038667,3.32,1.51,,,,95.1,2271.0,5.5,745027,55.01,,0.0,0.0,1.0,0.0,0.0,,17,9,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,237.0,-0.065,-0.541,,,,0.541,,-1,-1,0.448,0.448,31,29,32,29,1,0,5.0,4.0,5.0,2.0,1.27,1.01,1.01,17.5
FF,4/25/2024,95.8,-2.15,5.18,668800,622491,,foul,2.0,R,R,S,,,3,2,-1.23,1.04,-0.13,2.83,669701.0,694671.0,,2,2,Bot,,,7.962624857,-139.2807741,-2.864441342,-17.77478369,32.0807215,-18.24824281,3.25,1.52,94.0,79.1,16.0,94.2,2259.0,5.5,745027,55.04,,,,,,,,17,8,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,235.0,0.0,0.0,74.5,7.0,,0.0,88.0,-1,-1,0.448,0.448,31,29,32,29,1,0,5.0,4.0,5.0,2.0,1.46,1.23,1.23,17.6
SL,4/25/2024,87.6,-2.27,4.97,668800,622491,,ball,14.0,R,R,B,,,2,2,-0.08,0.24,1.41,1.69,669701.0,694671.0,,2,2,Bot,,,8.93473137,-127.4984249,-2.378243164,-2.434771607,21.72699117,-29.27772418,3.25,1.52,,,,86.9,2503.0,5.5,745027,55.04,,,,,,,,17,7,Slider,1,2,1,2,2,1,1,2,Standard,Standard,224.0,0.0,0.091,,,,-0.091,,-1,-1,0.448,0.448,31,29,32,29,1,0,5.0,4.0,5.0,2.0,2.69,0.08,0.08,15.8
FF,4/25/2024,96.4,-2.2,5.1,668800,622491,,foul,2.0,R,R,S,,,2,2,-1.27,0.82,0.11,2.94,669701.0,694671.0,,2,2,Bot,,,8.870879163,-140.0689942,-1.951173044,-18.80536331,34.26810084,-21.21002982,3.25,1.52,210.0,76.9,23.0,94.5,2303.0,5.4,745027,55.06,,,,,,,,17,6,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,240.0,0.0,0.0,69.4,5.6,,0.0,88.0,-1,-1,0.448,0.448,31,29,32,29,1,0,5.0,4.0,5.0,2.0,1.66,1.27,1.27,17.2
FF,4/25/2024,96.2,-2.11,5.18,668800,622491,,foul,12.0,R,R,S,,,2,2,-1.13,1.03,0.79,3.39,669701.0,694671.0,,2,2,Bot,,,10.05044142,-139.6725558,-1.397342853,-17.12767093,34.99627797,-18.70871499,3.25,1.52,273.0,81.7,31.0,94.2,2281.0,5.5,745027,55.02,,,,,,,,17,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,237.0,0.0,0.0,62.5,5.5,,0.0,88.0,-1,-1,0.448,0.448,31,29,32,29,1,0,5.0,4.0,5.0,2.0,1.47,1.13,1.13,16.4
FF,4/25/2024,96.0,-2.25,5.17,668800,622491,,swinging_strike,3.0,R,R,S,,,2,1,-1.07,1.18,0.43,2.72,669701.0,694671.0,,2,2,Bot,,,9.385766501,-139.4337046,-3.457359696,-16.14237509,34.18025217,-16.26289565,3.25,1.52,,,,94.3,2283.0,5.6,745027,54.88,,,,,,,,17,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard,236.0,0.0,-0.12,74.7,6.5,,0.12,,-1,-1,0.448,0.448,31,29,32,29,1,0,5.0,4.0,5.0,2.0,1.32,1.07,1.07,15.3
SL,4/25/2024,85.7,-2.36,4.95,668800,622491,,ball,14.0,R,R,B,,,1,1,0.3,-0.18,1.1,1.82,669701.0,694671.0,,2,2,Bot,,,7.438615508,-124.7652453,-0.826791933,1.788451122,22.54991717,-34.152352,3.29,1.52,,,,84.7,2434.0,5.4,745027,55.14,,,,,,,,17,3,Slider,1,2,1,2,2,1,1,2,Standard,Standard,82.0,0.0,0.031,,,,-0.031,,-1,-1,0.448,0.448,31,29,32,29,1,0,5.0,4.0,5.0,2.0,3.26,-0.3,-0.3,15.2
SL,4/25/2024,85.1,-2.4,5.0,668800,622491,,called_strike,2.0,R,R,S,,,1,0,0.24,-0.25,-0.19,2.86,669701.0,,694671.0,2,2,Bot,,,4.637522372,-123.9022379,1.681790119,1.644209137,22.62735251,-35.24669653,3.2,1.52,,,,84.1,2475.0,5.4,745027,55.07,,,,,,,,17,2,Slider,1,2,1,2,2,1,1,2,Standard,Standard,74.0,0.011,-0.075,,,,0.075,,-1,-1,0.437,0.437,31,29,32,29,1,0,5.0,4.0,5.0,2.0,3.37,-0.24,-0.24,15.2
FF,4/25/2024,95.5,-2.24,5.16,668800,622491,,ball,12.0,R,R,B,,,0,0,-0.94,1.2,1.08,3.32,669701.0,,694671.0,2,2,Bot,,,10.66733834,-138.6390395,-1.8372711,-14.54468936,32.76353012,-16.50328363,3.29,1.58,,,,93.8,2283.0,5.5,745027,54.96,,,,,,,,17,1,4-Seam Fastball,1,2,1,2,2,1,1,2,Strategic,Standard,235.0,0.0,0.05,,,,-0.05,,-1,-1,0.437,0.437,31,29,32,29,1,0,5.0,4.0,5.0,2.0,1.32,0.94,0.94,17.4
CH,4/27/2024,78.3,3.51,6.27,668800,608718,field_out,hit_into_play,8.0,R,L,X,5.0,ground_ball,1,2,0.6,0.94,0.2,1.58,,,,1,8,Bot,99.77,165.89,-8.357819436,-113.6870416,-5.009612875,6.780259687,20.97407714,-23.2546616,3.27,1.53,9.0,91.7,-11.0,79.1,1680.0,7.0,745020,53.52,0.2,0.163,0.0,1.0,0.0,0.0,2.0,61,4,Changeup,0,8,0,8,8,0,0,8,Standard,Standard,155.0,0.0,-0.115,74.8,7.6,0.239,0.115,91.7,-8,-8,0.001,0.001,34,29,35,29,1,0,3.0,2.0,4.0,1.0,2.79,0.6,-0.6,51.2
SL,4/27/2024,77.8,3.38,6.32,668800,608718,,ball,13.0,R,L,B,,,0,2,-0.54,-0.37,-0.54,-0.29,,,,1,8,Bot,,,-7.54926338,-112.966423,-6.658412179,-3.171001761,21.24662827,-34.24975277,3.33,1.6,,,,79.2,2267.0,7.5,745020,53.04,,,,,,,,61,3,Slider,0,8,0,8,8,0,0,8,Standard,Standard,292.0,0.0,0.013,,,,-0.013,,-8,-8,0.001,0.001,34,29,35,29,1,0,3.0,2.0,4.0,1.0,4.16,-0.54,0.54,54.0
FF,4/27/2024,87.2,3.16,6.12,668800,608718,,foul,3.0,R,L,S,,,0,1,-0.3,1.43,0.34,2.93,,,,1,8,Bot,,,-6.300203472,-126.832027,-4.535350467,-1.942963563,25.35456898,-15.93944886,3.27,1.53,292.0,86.2,36.0,89.0,2198.0,7.3,745020,53.15,,,,,,,,61,2,4-Seam Fastball,0,8,0,8,8,0,0,8,Standard,Standard,170.0,0.0,-0.036,69.3,5.9,,0.036,88.0,-8,-8,0.001,0.001,34,29,35,29,1,0,3.0,2.0,4.0,1.0,1.56,-0.3,0.3,57.1
SL,4/27/2024,78.1,3.4,6.36,668800,608718,,foul,7.0,R,L,S,,,0,0,-0.35,-0.22,-0.33,1.93,,,,1,8,Bot,,,-7.526208595,-113.5603849,-2.236039146,-1.557981234,21.54740956,-33.8539333,3.27,1.53,4.0,89.9,-28.0,79.4,2315.0,7.3,745020,53.21,,,,,,,,61,1,Slider,0,8,0,8,8,0,0,8,Standard,Standard,280.0,0.0,-0.023,74.9,7.5,,0.023,89.9,-8,-8,0.001,0.001,34,29,35,29,1,0,3.0,2.0,4.0,1.0,3.97,-0.35,0.35,55.4
FF,4/27/2024,94.0,-2.5,4.19,668800,664747,field_out,hit_into_play,11.0,R,R,X,1.0,popup,2,2,-1.02,0.89,-1.1,3.12,669701.0,,694671.0,1,9,Bot,130.74,177.31,6.028572692,-136.7959126,0.981307987,-14.0850528,28.8459298,-21.32463473,3.27,1.53,65.0,35.6,57.0,96.3,2661.0,7.5,745020,52.98,0.054,0.043,0.0,1.0,0.0,0.0,1.0,73,5,4-Seam Fastball,4,8,4,8,8,4,4,8,Standard,Standard,235.0,-0.028,-0.092,59.4,5.7,0.054,0.092,88.0,-4,-4,0.04,0.04,27,29,28,29,1,1,3.0,2.0,2.0,1.0,1.68,1.02,1.02,0.7
SL,4/27/2024,86.9,-2.44,4.41,668800,664747,,foul,12.0,R,R,S,,,2,1,0.09,0.32,1.06,3.01,669701.0,,694671.0,1,9,Bot,,,8.398329006,-126.2915127,2.250652186,-0.73415614,25.4086256,-29.46707094,3.27,1.53,,,,89.0,2578.0,7.6,745020,52.87,,,,,,,,73,4,Slider,4,8,4,8,8,4,4,8,Standard,Standard,171.0,0.0,-0.131,71.4,7.6,,0.131,,-4,-4,0.04,0.04,27,29,28,29,1,1,3.0,2.0,2.0,1.0,2.71,-0.09,-0.09,5.8
SL,4/27/2024,86.4,-2.47,4.32,668800,664747,,ball,14.0,R,R,B,,,1,1,0.01,0.21,2.34,1.14,669701.0,,694671.0,1,9,Bot,,,11.70815842,-125.3726279,-1.786842519,-2.221573241,24.44943358,-29.82783843,3.23,1.57,,,,88.6,2569.0,7.7,745020,52.8,,,,,,,,73,3,Slider,4,8,4,8,8,4,4,8,Standard,Standard,204.0,0.0,0.042,,,,-0.042,,-4,-4,0.04,0.04,27,29,28,29,1,1,3.0,2.0,2.0,1.0,2.85,-0.01,-0.01,7.0
FF,4/27/2024,93.2,-2.41,4.22,668800,664747,,called_strike,11.0,R,R,S,,,1,0,-1.01,0.98,-0.28,3.36,669701.0,,694671.0,1,9,Bot,,,7.909357231,-135.4658315,1.47746665,-14.11476189,29.55979556,-20.65260049,3.13,1.47,,,,95.6,2626.0,7.7,745020,52.77,,,,,,,,73,2,4-Seam Fastball,4,8,4,8,8,4,4,8,Standard,Standard,242.0,0.0,-0.111,,,,0.111,,-4,-4,0.04,0.04,27,29,28,29,1,1,3.0,2.0,2.0,1.0,1.65,1.01,1.01,-0.2
FF,4/27/2024,93.8,-2.31,4.27,668800,664747,,ball,11.0,R,R,B,,,0,0,-0.95,0.95,-0.15,3.58,669701.0,,694671.0,1,9,Bot,,,7.887832534,-136.3721185,1.910938494,-13.56881547,30.54262401,-21.04185839,3.16,1.47,,,,95.9,2669.0,7.6,745020,52.93,,,,,,,,73,1,4-Seam Fastball,4,8,4,8,8,4,4,8,Standard,Standard,237.0,0.0,0.042,,,,-0.042,,-4,-4,0.04,0.04,27,29,28,29,1,1,3.0,2.0,2.0,1.0,1.65,0.95,0.95,2.0
FF,4/28/2024,92.4,1.64,5.76,668800,671096,strikeout,called_strike,6.0,R,L,S,2.0,,3,2,0.73,1.23,0.7,2.23,,,,0,5,Bot,,,-4.031245417,-134.4620062,-5.874672474,9.791354746,30.07127771,-16.19269288,3.37,1.43,,,,92.9,2164.0,6.6,745022,53.86,,0.0,0.0,1.0,0.0,0.0,,33,6,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,150.0,-0.005,-0.299,,,,0.299,,4,4,0.937,0.937,25,29,25,29,2,1,5.0,1.0,6.0,5.0,1.45,0.73,-0.73,47.6
FF,4/28/2024,92.5,1.57,5.78,668800,671096,,foul,3.0,R,L,S,,,3,1,0.76,1.36,0.44,2.83,,,,0,5,Bot,,,-4.58169895,-134.5139895,-4.670808917,10.26730814,30.86302724,-14.83040843,3.28,1.53,148.0,81.3,73.0,92.8,2268.0,6.6,745022,53.88,,,,,,,,33,5,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,147.0,0.0,-0.076,72.3,6.9,,0.076,88.0,4,4,0.937,0.937,25,29,25,29,2,1,5.0,1.0,6.0,5.0,1.32,0.76,-0.76,46.8
CH,4/28/2024,85.2,1.63,5.79,668800,671096,,ball,7.0,R,L,B,,,2,1,1.24,0.98,-0.64,1.32,,,,0,5,Bot,,,-7.846784838,-123.6935717,-6.118601974,14.29715423,25.78076901,-21.02627024,3.25,1.4,,,,85.4,2280.0,6.6,745022,53.88,,,,,,,,33,4,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,135.0,0.0,0.11,,,,-0.11,,4,4,0.937,0.937,25,29,25,29,2,1,5.0,1.0,6.0,5.0,2.18,1.24,-1.24,43.1
CH,4/28/2024,84.6,1.73,5.72,668800,671096,,ball,14.0,R,L,B,,,1,1,1.39,1.02,0.18,0.71,,,,0,5,Bot,,,-6.397808889,-122.8502593,-7.321009227,15.37001569,25.50890376,-20.5518093,3.28,1.39,,,,84.4,2271.0,6.4,745022,54.12,,,,,,,,33,3,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,131.0,0.0,0.048,,,,-0.048,,4,4,0.937,0.937,25,29,25,29,2,1,5.0,1.0,6.0,5.0,2.19,1.39,-1.39,40.4
CH,4/28/2024,84.6,1.62,5.76,668800,671096,,ball,13.0,R,L,B,,,0,1,1.04,1.29,-0.69,0.56,,,,0,5,Bot,,,-7.45808269,-122.7311524,-8.332477845,11.98938947,24.32022386,-17.59963593,3.28,1.39,,,,84.8,2209.0,6.6,745022,53.92,,,,,,,,33,2,Changeup,4,0,4,0,0,4,4,0,Standard,Standard,132.0,0.0,0.023,,,,-0.023,,4,4,0.937,0.937,25,29,25,29,2,1,5.0,1.0,6.0,5.0,1.91,1.04,-1.04,42.4
CU,4/28/2024,82.2,1.49,5.88,668800,671096,,foul,5.0,R,L,S,,,0,0,-0.7,-0.25,0.04,2.59,,,,0,5,Bot,,,-1.94717435,-119.8231004,-0.507041771,-6.414775535,21.41854122,-34.70059316,3.28,1.53,143.0,81.5,76.0,83.3,2804.0,6.8,745022,53.73,,,,,,,,33,1,Curveball,4,0,4,0,0,4,4,0,Standard,Standard,285.0,0.0,-0.033,73.3,8.1,,0.033,88.0,4,4,0.937,0.937,25,29,25,29,2,1,5.0,1.0,6.0,5.0,3.59,-0.7,0.7,52.9
FF,4/28/2024,92.9,1.63,5.69,668800,671096,strikeout,swinging_strike,5.0,R,L,S,2.0,,1,2,0.85,1.47,0.25,2.54,,,,0,2,Bot,,,-5.430744363,-135.0324343,-5.478465083,11.56721428,30.96037117,-13.22640158,3.28,1.53,,,,93.1,2318.0,6.6,745022,53.89,,0.0,0.0,1.0,0.0,0.0,,14,4,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,149.0,-0.008,-0.167,71.4,6.6,,0.167,,4,4,0.886,0.886,25,29,25,29,1,0,5.0,1.0,6.0,5.0,1.19,0.85,-0.85,41.8
FF,4/28/2024,93.0,1.6,5.77,668800,671096,,ball,12.0,R,L,B,,,0,2,0.86,1.3,1.22,4.71,,,,0,2,Bot,,,-2.867052703,-135.3592758,0.197285924,11.13374772,30.53124389,-16.44809887,3.28,1.5,,,,93.3,2271.0,6.6,745022,53.95,,,,,,,,14,3,4-Seam Fastball,4,0,4,0,0,4,4,0,Standard,Standard,149.0,0.0,0.021,,,,-0.021,,4,4,0.886,0.886,25,29,25,29,1,0,5.0,1.0,6.0,5.0,1.34,0.86,-0.86,43.0
ST,4/28/2024,83.1,1.69,5.76,668800,671096,,foul,7.0,R,L,S,,,0,1,-1.25,0.14,-0.42,1.5,,,,0,2,Bot,,,-2.397349936,-120.9297884,-3.563519343,-11.75373107,24.86131148,-30.2870099,3.28,1.53,71.0,98.7,3.0,83.5,2771.0,6.7,745022,53.84,,,,,,,,14,2,Sweeper,4,0,4,0,0,4,4,0,Standard,Standard,293.0,0.0,-0.049,72.7,8.4,,0.049,98.7,4,4,0.886,0.886,25,29,25,29,1,0,5.0,1.0,6.0,5.0,3.17,-1.25,1.25,41.9
FF,4/28/2024,93.2,1.53,5.73,668800,671096,,swinging_strike,6.0,R,L,S,,,0,0,0.8,1.4,0.44,2.1,,,,0,2,Bot,,,-4.588860451,-135.4964382,-6.636264342,10.81606146,31.54180538,-13.70628542,3.28,1.53,,,,93.6,2327.0,6.7,745022,53.78,,,,,,,,14,1,4-Seam Fastball,4,0,4,0,0,4,4,0,Infield shade,Standard,149.0,0.0,-0.033,74.0,7.0,,0.033,,4,4,0.886,0.886,25,29,25,29,1,0,5.0,1.0,6.0,5.0,1.25,0.8,-0.8,42.8
SL,5/3/2024,83.5,-1.49,5.33,668800,663903,field_out,hit_into_play,14.0,R,R,X,6.0,ground_ball,2,2,0.32,-0.16,0.58,1.21,,,,0,5,Top,113.82,142.36,4.158546668,-121.623081,-2.833984359,2.520419188,21.06163901,-33.4925923,3.29,1.53,95.0,70.2,9.0,84.7,2380.0,6.8,746318,53.74,0.246,0.217,0.0,1.0,0.0,0.0,2.0,32,6,Slider,0,1,1,0,1,0,1,0,Standard,Standard,86.0,0.023,-0.203,70.7,8.1,0.281,0.203,88.0,-1,1,0.356,0.644,27,29,28,29,2,1,6.0,5.0,5.0,3.0,3.39,-0.32,-0.32,28.9
SL,5/3/2024,83.2,-1.37,5.28,668800,663903,,foul,14.0,R,R,S,,,2,2,0.4,-0.35,1.1,0.81,,,,0,5,Top,,,4.984368097,-121.1426947,-3.216689979,3.067908779,21.3300601,-35.26457149,3.29,1.53,,,,85.1,2460.0,7.3,746318,53.22,,,,,,,,32,5,Slider,0,1,1,0,1,0,1,0,Standard,Standard,74.0,0.0,0.0,65.6,7.8,,0.0,,-1,1,0.356,0.644,27,29,28,29,2,1,6.0,5.0,5.0,3.0,3.61,-0.4,-0.4,30.7
SL,5/3/2024,82.9,-1.42,5.26,668800,663903,,ball,14.0,R,R,B,,,1,2,0.55,-0.22,1.44,0.68,,,,0,5,Top,,,5.538184641,-120.7144373,-3.691546697,4.510290789,19.97919642,-33.95535879,3.24,1.57,,,,84.4,2370.0,6.9,746318,53.61,,,,,,,,32,4,Slider,0,1,1,0,1,0,1,0,Standard,Standard,91.0,0.0,0.036,,,,-0.036,,-1,1,0.356,0.644,27,29,28,29,2,1,6.0,5.0,5.0,3.0,3.5,-0.55,-0.55,31.5
SI,5/3/2024,93.1,-1.42,5.16,668800,663903,,foul,5.0,R,R,S,,,1,1,-0.98,0.88,-0.17,2.11,,,,0,5,Top,,,5.45531107,-135.5187201,-4.104655275,-13.20655886,27.16849852,-20.67281221,3.29,1.53,200.0,66.7,46.0,95.3,2189.0,7.3,746318,53.15,,,,,,,,32,3,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,220.0,0.0,-0.051,71.7,6.6,,0.051,88.0,-1,1,0.356,0.644,27,29,28,29,2,1,6.0,5.0,5.0,3.0,1.73,0.98,0.98,28.3
SL,5/3/2024,82.0,-1.37,5.4,668800,663903,,called_strike,8.0,R,R,S,,,1,0,0.4,0.09,0.21,1.6,,,,0,5,Top,,,2.847623495,-119.5742665,-2.335221954,3.408042405,19.86425732,-31.10062069,3.12,1.49,,,,83.8,2478.0,7.0,746318,53.48,,,,,,,,32,2,Slider,0,1,1,0,1,0,1,0,Standard,Standard,72.0,0.0,-0.044,,,,0.044,,-1,1,0.356,0.644,27,29,28,29,2,1,6.0,5.0,5.0,3.0,3.25,-0.4,-0.4,32.3
SI,5/3/2024,92.2,-1.28,5.2,668800,663903,,ball,14.0,R,R,B,,,0,0,-1.15,0.83,1.29,1.21,,,,0,5,Top,,,9.224645245,-133.9810501,-6.258746798,-15.77719343,26.50496761,-21.02958395,3.23,1.53,,,,94.2,2212.0,7.4,746318,53.15,,,,,,,,32,1,Sinker,0,1,1,0,1,0,1,0,Standard,Standard,219.0,0.0,0.034,,,,-0.034,,-1,1,0.356,0.644,27,29,28,29,2,1,6.0,5.0,5.0,3.0,1.84,1.15,1.15,28.1
SI,5/3/2024,91.6,-1.32,5.28,668800,663903,field_out,hit_into_play,8.0,R,R,X,5.0,ground_ball,0,0,-1.27,0.72,0.16,1.69,,,,0,3,Top,93.31,171.77,6.607503146,-133.1994555,-4.879629446,-16.5808632,26.79755788,-22.70983436,3.29,1.53,2.0,68.8,-36.0,93.4,2211.0,7.2,746318,53.26,0.077,0.067,0.0,1.0,0.0,0.0,2.0,14,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,222.0,0.025,-0.228,79.4,7.7,0.077,0.228,88.0,0,0,0.5,0.5,27,29,28,29,1,0,6.0,5.0,5.0,3.0,1.98,1.27,1.27,29.0
SI,5/3/2024,90.6,-2.62,3.9,668800,670167,single,hit_into_play,4.0,R,R,X,9.0,line_drive,1,1,-1.21,-0.27,-0.41,2.45,,,608671.0,2,7,Top,168.53,97.34,8.140185551,-131.799014,2.871072375,-15.75072631,25.25889732,-36.10719895,3.29,1.53,248.0,86.3,17.0,91.4,2182.0,6.6,746318,53.95,0.926,0.881,0.9,1.0,1.0,0.0,4.0,50,3,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,262.0,-0.034,0.313,70.1,6.1,1.075,-0.313,88.0,0,0,0.545,0.455,30,29,30,29,1,2,3.0,5.0,2.0,3.0,3.02,1.21,1.21,5.1
