pitch_type,game_date,release_speed,release_pos_x,release_pos_z,batter,pitcher,events,description,zone,stand,p_throws,type,hit_location,bb_type,balls,strikes,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
ST,5/3/2024,80.1,-2.75,3.65,668800,670167,,ball,12.0,R,R,B,,,0,1,1.09,0.07,1.45,2.71,,,608671.0,2,7,Top,,,7.224758163,-116.4270932,4.52730345,8.541095604,21.78462876,-32.61981123,3.14,1.53,,,,80.2,2539.0,6.4,746318,54.06,,,,,,,,50,2,Sweeper,1,1,1,1,1,1,1,1,Standard,Standard,76.0,0.0,0.027,,,,-0.027,,0,0,0.545,0.455,30,29,30,29,1,2,3.0,5.0,2.0,3.0,3.49,-1.09,-1.09,-1.7
SI,5/3/2024,92.1,-2.51,3.99,668800,670167,,called_strike,6.0,R,R,S,,,0,0,-1.15,-0.26,0.53,2.36,,,608671.0,2,7,Top,,,10.21250426,-133.760289,2.23113875,-15.89703501,25.97028433,-36.00591565,3.19,1.62,,,,92.6,2207.0,6.5,746318,54.04,,,,,,,,50,1,Sinker,1,1,1,1,1,1,1,1,Standard,Standard,259.0,0.0,-0.039,,,,0.039,,0,0,0.545,0.455,30,29,30,29,1,2,3.0,5.0,2.0,3.0,2.94,1.15,1.15,3.5
SI,5/3/2024,95.8,-1.11,5.64,668800,681882,field_out,hit_into_play,7.0,R,R,X,6.0,ground_ball,2,1,-1.06,0.9,-0.41,1.84,,,,2,9,Top,106.54,150.27,4.312247798,-139.4318156,-6.585862579,-14.85615127,28.98621306,-19.11503489,3.29,1.53,8.0,99.8,-14.0,97.1,2088.0,6.8,746318,53.66,0.231,0.192,0.0,1.0,0.0,0.0,2.0,72,4,Sinker,7,1,1,7,1,7,1,7,Standard,Standard,205.0,0.0,-0.117,73.1,6.8,0.251,0.117,99.8,6,-6,1.0,0.0,26,29,27,29,1,3,,5.0,1.0,3.0,1.56,1.06,1.06,49.2
SL,5/3/2024,87.6,-1.2,5.61,668800,681882,,ball,14.0,R,R,B,,,1,1,0.42,0.22,1.85,0.43,,,,2,9,Top,,,6.525406407,-127.3164541,-6.851530942,3.253358895,26.49732522,-28.54200455,3.2,1.56,,,,88.1,2776.0,6.7,746318,53.77,,,,,,,,72,3,Slider,7,1,1,7,1,7,1,7,Standard,Standard,94.0,0.0,0.023,,,,-0.023,,6,-6,1.0,0.0,26,29,27,29,1,3,,5.0,1.0,3.0,2.76,-0.42,-0.42,52.9
SI,5/3/2024,95.9,-1.0,5.63,668800,681882,,ball,14.0,R,R,B,,,0,1,-1.02,1.25,1.53,1.41,,,,2,9,Top,,,9.062704887,-139.2483295,-8.450797228,-15.30222807,29.51543223,-14.19654517,3.22,1.52,,,,96.8,2180.0,6.8,746318,53.71,,,,,,,,72,2,Sinker,7,1,1,7,1,7,1,7,Standard,Standard,208.0,0.0,0.011,,,,-0.011,,6,-6,1.0,0.0,26,29,27,29,1,3,,5.0,1.0,3.0,1.23,1.02,1.02,49.3
SI,5/3/2024,95.6,-0.86,5.67,668800,681882,,called_strike,7.0,R,R,S,,,0,0,-1.21,1.13,-0.35,1.54,,,,2,9,Top,,,4.090688275,-139.0338733,-7.880677949,-16.5767429,30.63081341,-15.96234418,3.19,1.49,,,,96.5,2116.0,6.8,746318,53.69,,,,,,,,72,1,Sinker,7,1,1,7,1,7,1,7,Standard,Standard,205.0,0.0,-0.016,,,,0.016,,6,-6,1.0,0.0,26,29,27,29,1,3,,5.0,1.0,3.0,1.36,1.21,1.21,51.6
CH,5/6/2024,84.9,1.81,4.65,668800,622072,field_out,hit_into_play,6.0,R,L,X,3.0,ground_ball,3,2,1.11,-0.13,0.74,2.15,,,,1,5,Top,151.32,158.35,-4.695701176,-123.674068,0.678804927,12.28563709,23.28173592,-33.8158129,3.28,1.52,4.0,103.3,-24.0,85.0,1631.0,6.2,745669,54.35,0.177,0.143,0.0,1.0,0.0,0.0,2.0,32,6,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,87.0,0.023,-0.21,,,0.209,0.21,103.3,1,-1,0.676,0.324,33,29,33,29,2,1,6.0,3.0,6.0,1.0,3.27,1.11,-1.11,16.7
SI,5/6/2024,88.7,1.81,4.67,668800,622072,,swinging_strike,2.0,R,L,S,,,3,1,1.36,0.71,-0.18,3.13,,,,1,5,Top,,,-7.655381837,-128.977722,0.83423807,16.80602307,26.95036087,-24.65527435,3.28,1.52,,,,88.2,1928.0,6.0,745669,54.47,,,,,,,,32,5,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,116.0,0.0,-0.058,76.4,6.9,,0.058,,1,-1,0.676,0.324,33,29,33,29,2,1,6.0,3.0,6.0,1.0,2.19,1.36,-1.36,13.4
CH,5/6/2024,84.2,1.95,4.7,668800,622072,,ball,12.0,R,L,B,,,2,1,1.1,0.17,1.83,2.57,,,,1,5,Top,,,-2.447464899,-122.721614,1.026004331,11.57719372,22.61867742,-30.8509092,3.46,1.61,,,,84.0,1623.0,5.9,745669,54.59,,,,,,,,32,4,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,94.0,0.0,0.077,,,,-0.077,,1,-1,0.676,0.324,33,29,33,29,2,1,6.0,3.0,6.0,1.0,3.02,1.1,-1.1,17.2
SI,5/6/2024,88.9,1.8,4.7,668800,622072,,called_strike,3.0,R,L,S,,,2,0,1.43,0.69,0.4,2.82,,,,1,5,Top,,,-6.379231778,-129.2979378,0.009851425,17.33364502,27.17934348,-24.71057273,3.32,1.5,,,,88.4,1933.0,6.0,745669,54.45,,,,,,,,32,3,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,114.0,0.0,-0.041,,,,0.041,,1,-1,0.676,0.324,33,29,33,29,2,1,6.0,3.0,6.0,1.0,2.2,1.43,-1.43,12.3
SI,5/6/2024,89.1,1.78,4.73,668800,622072,,ball,11.0,R,L,B,,,1,0,1.49,0.7,-0.99,2.88,,,,1,5,Top,,,-9.868118869,-129.3638672,0.016824027,18.78899353,25.83202932,-24.50249794,3.43,1.52,,,,88.6,1958.0,6.0,745669,54.51,,,,,,,,32,2,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,116.0,0.0,0.046,,,,-0.046,,1,-1,0.676,0.324,33,29,33,29,2,1,6.0,3.0,6.0,1.0,2.17,1.49,-1.49,15.3
CH,5/6/2024,83.1,2.07,4.68,668800,622072,,ball,14.0,R,L,B,,,0,0,1.16,0.01,1.27,1.89,,,,1,5,Top,,,-4.068239503,-120.946215,0.027824591,12.20352367,22.70759777,-32.31987528,3.45,1.58,,,,82.8,1544.0,6.0,745669,54.54,,,,,,,,32,1,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,86.0,0.0,0.025,,,,-0.025,,1,-1,0.676,0.324,33,29,33,29,2,1,6.0,3.0,6.0,1.0,3.28,1.16,-1.16,16.8
SI,5/6/2024,89.4,1.96,4.9,668800,622072,field_out,hit_into_play,3.0,R,L,X,9.0,line_drive,0,0,1.31,0.75,0.75,3.32,,,,0,3,Top,174.54,83.94,-5.717293374,-130.0690409,0.584124577,16.12718513,29.54371184,-24.13242094,3.28,1.52,310.0,99.6,17.0,88.7,1853.0,6.0,745669,54.46,0.46,0.508,0.0,1.0,0.0,0.0,4.0,16,1,Sinker,1,0,0,1,0,1,0,1,Standard,Standard,114.0,0.026,-0.228,70.4,6.5,0.751,0.228,99.6,1,-1,0.617,0.383,33,29,33,29,1,0,6.0,3.0,6.0,1.0,2.13,1.31,-1.31,14.9
FF,5/7/2024,92.0,2.39,5.97,668800,663687,field_out,hit_into_play,2.0,R,L,X,3.0,popup,0,1,0.63,1.63,0.24,3.13,,,608671.0,2,7,Top,161.12,181.36,-6.852130928,-133.7566543,-4.901612708,9.040317428,29.67255842,-11.78124443,3.29,1.52,100.0,80.1,75.0,92.3,2285.0,6.6,745668,53.9,0.003,0.003,0.0,1.0,0.0,0.0,3.0,75,2,4-Seam Fastball,4,15,15,4,15,4,15,4,Standard,Standard,151.0,0.0,-0.189,67.2,6.7,0.004,0.189,88.0,-11,11,0.0,1.0,27,29,28,29,3,0,,1.0,9.0,1.0,1.08,0.63,-0.63,56.4
FF,5/7/2024,92.9,2.41,5.91,668800,663687,,swinging_strike,8.0,R,L,S,,,0,0,0.77,1.3,0.21,1.95,,,608671.0,2,7,Top,,,-7.409814152,-134.8742382,-7.233244004,11.04505408,31.39048675,-14.82106505,3.29,1.52,,,,93.7,2317.0,7.0,745668,53.47,,,,,,,,75,1,4-Seam Fastball,4,15,15,4,15,4,15,4,Standard,Standard,145.0,0.0,-0.039,70.1,6.8,,0.039,,-11,11,0.0,1.0,27,29,28,29,3,0,,1.0,9.0,1.0,1.36,0.77,-0.77,50.7
FF,5/7/2024,94.7,-3.59,5.84,668800,621053,walk,ball,4.0,R,R,B,,,3,2,-0.9,1.23,-0.8,2.1,,669701.0,608671.0,2,9,Top,,,9.219802208,-137.6361742,-6.893345359,-13.25945215,25.88478386,-15.12973359,3.33,1.45,,,,94.8,2389.0,6.1,745668,54.43,,0.689131,0.7,1.0,0.0,0.0,,95,6,4-Seam Fastball,8,15,15,8,15,8,15,8,Standard,Standard,226.0,0.0,0.345,,,,-0.345,,-7,7,0.001,0.999,30,29,31,29,1,1,,1.0,3.0,1.0,1.28,0.9,0.9,29.8
SI,5/7/2024,93.6,-3.63,5.77,668800,621053,,swinging_strike,13.0,R,R,S,,,3,1,-1.72,0.26,-1.64,2.29,,669701.0,608671.0,2,9,Top,,,8.864414014,-136.0365352,-3.798889131,-23.24751987,29.8253182,-28.25209696,3.29,1.52,,,,93.1,2212.0,6.1,745668,54.42,,,,,,,,95,5,Sinker,8,15,15,8,15,8,15,8,Standard,Standard,234.0,0.0,-0.118,63.3,7.0,,0.118,,-7,7,0.001,0.999,30,29,31,29,1,1,,1.0,3.0,1.0,2.34,1.72,1.72,26.0
FC,5/7/2024,89.5,-3.76,5.81,668800,621053,,ball,11.0,R,R,B,,,2,1,0.16,0.71,-0.22,3.41,,669701.0,608671.0,2,9,Top,,,8.337322428,-130.2020169,-1.485261095,0.279382816,24.49959792,-23.93806216,3.26,1.46,,,,89.3,2379.0,5.9,745668,54.56,,,,,,,,95,4,Cutter,8,15,15,8,15,8,15,8,Standard,Standard,211.0,0.0,0.104,,,,-0.104,,-7,7,0.001,0.999,30,29,31,29,1,1,,1.0,3.0,1.0,2.11,-0.16,-0.16,23.9
SI,5/7/2024,93.1,-3.59,5.78,668800,621053,,called_strike,8.0,R,R,S,,,2,0,-1.61,0.38,0.12,1.86,,669701.0,608671.0,2,9,Top,,,12.9820946,-135.048569,-5.104185027,-22.40025711,26.59236998,-26.62914173,3.26,1.43,,,,92.9,2156.0,6.1,745668,54.39,,,,,,,,95,3,Sinker,8,15,15,8,15,8,15,8,Standard,Standard,234.0,0.0,-0.069,,,,0.069,,-7,7,0.001,0.999,30,29,31,29,1,1,,1.0,3.0,1.0,2.25,1.61,1.61,26.5
SI,5/7/2024,93.6,-3.6,5.7,668800,621053,,ball,14.0,R,R,B,,,1,0,-1.41,0.31,0.68,1.21,,669701.0,608671.0,2,9,Top,,,14.03950153,-135.613218,-6.516772474,-20.25573778,26.09680748,-27.13179069,3.38,1.55,,,,93.5,2153.0,6.2,745668,54.31,,,,,,,,95,2,Sinker,8,15,15,8,15,8,15,8,Standard,Standard,236.0,0.0,0.07,,,,-0.07,,-7,7,0.001,0.999,30,29,31,29,1,1,,1.0,3.0,1.0,2.29,1.41,1.41,26.5
SI,5/7/2024,94.8,-3.59,5.74,668800,621053,,ball,13.0,R,R,B,,,0,0,-1.45,0.44,-0.72,1.22,,669701.0,608671.0,2,9,Top,,,10.65232209,-137.56977,-7.113455584,-20.63098607,27.63616534,-25.26037754,3.4,1.46,,,,94.5,2221.0,6.1,745668,54.45,,,,,,,,95,1,Sinker,8,15,15,8,15,8,15,8,Standard,Standard,237.0,0.0,0.042,,,,-0.042,,-7,7,0.001,0.999,30,29,31,29,1,1,,1.0,3.0,1.0,2.09,1.45,1.45,23.3
CH,5/8/2024,83.8,1.39,4.33,668800,676664,single,hit_into_play,12.0,R,L,X,8.0,line_drive,1,2,1.61,0.16,0.87,2.5,,,,2,6,Top,100.4,69.27,-4.365510671,-121.8713376,1.939411299,16.81915372,26.57672803,-31.29383275,3.29,1.52,237.0,85.5,14.0,83.3,1784.0,6.2,745664,54.27,0.886,0.851,0.9,1.0,1.0,0.0,4.0,48,4,Changeup,5,4,4,5,4,5,4,5,Standard,Standard,103.0,-0.021,0.157,67.0,7.0,1.058,-0.157,88.0,1,-1,0.729,0.271,28,29,28,29,3,2,5.0,1.0,6.0,4.0,3.12,1.61,-1.61,12.7
CH,5/8/2024,84.9,1.46,4.4,668800,676664,,foul,13.0,R,L,S,,,1,1,1.57,-0.04,-0.51,1.28,,,,2,6,Top,,,-7.743614462,-123.425806,-0.866574139,17.57620418,25.06723713,-32.63211454,3.29,1.52,4.0,107.3,-20.0,84.7,1694.0,6.2,745664,54.27,,,,,,,,48,3,Changeup,5,4,4,5,4,5,4,5,Standard,Standard,101.0,0.0,-0.025,75.0,7.6,,0.025,107.3,1,-1,0.729,0.271,28,29,28,29,3,2,5.0,1.0,6.0,4.0,3.21,1.57,-1.57,14.2
FF,5/8/2024,92.1,1.13,4.82,668800,676664,,ball,13.0,R,L,B,,,0,1,0.99,1.44,-1.56,2.28,,,,2,6,Top,,,-8.952951109,-133.6452,-3.664185161,13.88685479,32.42669108,-14.34278761,3.25,1.42,,,,91.5,2172.0,6.4,745664,54.12,,,,,,,,48,2,4-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Standard,135.0,0.0,0.011,,,,-0.011,,1,-1,0.729,0.271,28,29,28,29,3,2,5.0,1.0,6.0,4.0,1.29,0.99,-0.99,24.6
FF,5/8/2024,92.4,1.27,4.8,668800,676664,,foul,4.0,R,L,S,,,0,0,1.27,1.16,-0.41,2.16,,,,2,6,Top,,,-7.037997732,-134.2693641,-3.393514557,16.95524064,31.15148452,-17.6208406,3.29,1.52,168.0,70.5,64.0,92.1,2125.0,6.3,745664,54.15,,,,,,,,48,1,4-Seam Fastball,5,4,4,5,4,5,4,5,Standard,Standard,132.0,0.0,-0.016,76.1,6.9,,0.016,88.0,1,-1,0.729,0.271,28,29,28,29,3,2,5.0,1.0,6.0,4.0,1.53,1.27,-1.27,26.7
FF,5/8/2024,90.5,1.21,4.77,668800,676664,field_out,hit_into_play,11.0,R,L,X,6.0,line_drive,3,2,1.16,1.21,-0.87,3.05,,677649.0,,1,4,Top,99.25,143.55,-7.670843928,-131.3252253,-0.73371757,15.25105018,35.20166171,-18.57824014,3.29,1.52,173.0,76.0,13.0,89.3,2102.0,6.3,745664,54.2,0.474,0.427,0.0,1.0,0.0,0.0,4.0,28,6,4-Seam Fastball,2,2,2,2,2,2,2,2,Standard,Standard,133.0,0.042,-0.339,61.5,5.5,0.502,0.339,88.0,0,0,0.476,0.524,28,29,28,29,2,1,5.0,1.0,6.0,4.0,1.66,1.16,-1.16,24.3
CH,5/8/2024,82.7,1.4,4.43,668800,676664,,called_strike,5.0,R,L,S,,,3,1,2.07,-0.15,0.05,2.09,,677649.0,,1,4,Top,,,-7.098874814,-120.052136,1.649997942,21.33570615,28.38769337,-34.32315326,3.25,1.43,,,,81.8,1739.0,6.3,745664,54.2,,,,,,,,28,5,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,107.0,0.0,-0.105,,,,0.105,,0,0,0.476,0.524,28,29,28,29,2,1,5.0,1.0,6.0,4.0,3.57,2.07,-2.07,16.1
ST,5/8/2024,78.9,1.48,4.3,668800,676664,,ball,11.0,R,L,B,,,2,1,-1.1,0.38,-1.41,2.59,,677649.0,,1,4,Top,,,-4.226782385,-114.7020436,2.454752492,-8.794118311,23.2149411,-29.60159115,3.24,1.45,,,,78.6,2400.0,6.3,745664,54.18,,,,,,,,28,4,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,269.0,0.0,0.096,,,,-0.096,,0,0,0.476,0.524,28,29,28,29,2,1,5.0,1.0,6.0,4.0,3.32,-1.1,1.1,10.5
CH,5/8/2024,83.1,1.44,4.43,668800,676664,,foul,5.0,R,L,S,,,2,0,1.43,-0.17,-0.01,2.67,,677649.0,,1,4,Top,,,-6.120877797,-120.6442276,2.921937529,15.18439791,28.22769967,-34.75348827,3.29,1.52,304.0,89.4,26.0,82.2,1742.0,6.3,745664,54.19,,,,,,,,28,3,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,106.0,0.0,-0.057,68.2,5.4,,0.057,89.4,0,0,0.476,0.524,28,29,28,29,2,1,5.0,1.0,6.0,4.0,3.54,1.43,-1.43,14.5
ST,5/8/2024,78.5,1.56,4.38,668800,676664,,ball,11.0,R,L,B,,,1,0,-1.44,0.84,-0.88,3.7,,677649.0,,1,4,Top,,,-2.619097894,-114.2269313,3.868274803,-11.9706819,22.83144938,-25.90358428,3.24,1.44,,,,78.2,2371.0,6.3,745664,54.24,,,,,,,,28,2,Sweeper,2,2,2,2,2,2,2,2,Standard,Standard,273.0,0.0,0.051,,,,-0.051,,0,0,0.476,0.524,28,29,28,29,2,1,5.0,1.0,6.0,4.0,2.89,-1.44,1.44,15.8
CH,5/8/2024,82.9,1.61,4.46,668800,676664,,ball,12.0,R,L,B,,,0,0,1.74,-0.18,2.48,3.7,,677649.0,,1,4,Top,,,-1.427892858,-120.4518801,5.22106616,16.98720389,28.29650173,-35.34530647,3.24,1.44,,,,82.0,1678.0,6.2,745664,54.26,,,,,,,,28,1,Changeup,2,2,2,2,2,2,2,2,Standard,Standard,105.0,0.0,0.033,,,,-0.033,,0,0,0.476,0.524,28,29,28,29,2,1,5.0,1.0,6.0,4.0,3.56,1.74,-1.74,18.6
FF,5/8/2024,91.0,1.21,4.83,668800,676664,field_out,hit_into_play,2.0,R,L,X,8.0,line_drive,0,2,1.37,1.13,-0.05,3.38,,,,1,2,Top,126.09,71.62,-6.104298222,-132.2865692,-0.067711157,17.42619435,33.14638728,-19.27979619,3.29,1.52,317.0,103.0,16.0,90.3,2118.0,6.3,745664,54.18,0.523,0.539,0.0,1.0,0.0,0.0,5.0,11,3,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,130.0,0.015,-0.102,,,0.776,0.102,103.0,-1,1,0.412,0.588,28,29,28,29,1,0,5.0,1.0,6.0,4.0,1.66,1.37,-1.37,24.6
FF,5/8/2024,92.3,1.13,4.97,668800,676664,,called_strike,1.0,R,L,S,,,0,1,1.24,1.28,-0.68,3.19,,,,1,2,Top,,,-7.28812049,-134.0588386,-1.366242508,16.61509927,33.81796415,-16.81010131,3.24,1.49,,,,91.4,2143.0,6.2,745664,54.27,,,,,,,,11,2,4-Seam Fastball,0,1,1,0,1,0,1,0,Standard,Standard,131.0,0.0,-0.036,,,,0.036,,-1,1,0.412,0.588,28,29,28,29,1,0,5.0,1.0,6.0,4.0,1.44,1.24,-1.24,29.0
SL,5/8/2024,77.4,1.68,4.39,668800,676664,,foul,5.0,R,L,S,,,0,0,-0.41,1.0,0.22,2.12,,,,1,2,Top,,,-2.358240765,-112.7253145,0.304449231,-3.000973747,22.08843588,-23.96590555,3.29,1.52,149.0,62.1,36.0,77.2,2403.0,6.3,745664,54.19,,,,,,,,11,1,Slider,0,1,1,0,1,0,1,0,Standard,Standard,271.0,0.0,-0.023,70.2,7.7,,0.023,88.0,-1,1,0.412,0.588,28,29,28,29,1,0,5.0,1.0,6.0,4.0,2.82,-0.41,0.41,11.6
FF,5/12/2024,88.3,3.23,5.69,668800,621389,grounded_into_double_play,hit_into_play,5.0,R,L,X,6.0,ground_ball,0,0,1.27,0.39,0.07,2.19,,,677649.0,0,5,Top,118.24,149.4,-10.12649624,-128.2386027,-3.239720864,16.0295081,23.41653998,-27.43636277,3.29,1.52,11.0,106.1,-11.0,87.0,2098.0,5.3,746555,55.21,0.291,0.245,0.0,1.0,0.0,0.0,2.0,34,1,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,113.0,0.107,-0.529,73.1,6.3,0.291,0.529,106.1,1,-1,0.592,0.408,33,29,34,29,2,1,5.0,4.0,6.0,6.0,2.52,1.27,-1.27,23.2
FF,5/12/2024,89.7,3.0,5.78,668800,621389,fielders_choice_out,hit_into_play,1.0,R,L,X,4.0,ground_ball,2,1,1.05,0.39,-0.47,2.74,,543257.0,,1,2,Top,127.93,149.4,-10.56903176,-130.3683718,-2.374845587,14.07901628,24.25575781,-27.43848781,3.29,1.52,73.0,80.6,3.0,88.4,1976.0,5.3,746555,55.23,0.229,0.202,0.0,1.0,0.0,0.0,2.0,14,4,4-Seam Fastball,2,1,1,2,1,2,1,2,Standard,Standard,115.0,0.047,-0.344,67.0,5.7,0.243,0.344,88.0,1,-1,0.588,0.412,33,29,34,29,1,0,5.0,4.0,6.0,6.0,2.43,1.05,-1.05,26.4
CH,5/12/2024,80.1,3.17,5.85,668800,621389,,foul,8.0,R,L,S,,,2,0,1.04,-0.09,0.05,1.88,,543257.0,,1,2,Top,,,-8.642982912,-116.4591822,-1.9341053,10.99405469,19.36786894,-32.8408766,3.29,1.52,,,,78.7,1859.0,5.1,746555,55.43,,,,,,,,14,3,Changeup,2,1,1,2,1,2,1,2,Standard,Standard,87.0,0.0,-0.057,78.4,7.8,,0.057,,1,-1,0.588,0.412,33,29,34,29,1,0,5.0,4.0,6.0,6.0,3.61,1.04,-1.04,25.1
CH,5/12/2024,80.5,3.19,5.8,668800,621389,,blocked_ball,13.0,R,L,B,,,1,0,0.96,-0.23,-0.63,0.65,,543257.0,,1,2,Top,,,-10.05402808,-116.7891374,-4.280800707,10.58264684,19.96404363,-33.71104885,3.26,1.52,,,,79.1,1880.0,5.3,746555,55.23,,,,,,,,14,2,Changeup,2,1,1,2,1,2,1,2,Standard,Standard,85.0,0.0,0.051,,,,-0.051,,1,-1,0.588,0.412,33,29,34,29,1,0,5.0,4.0,6.0,6.0,3.74,0.96,-0.96,19.7
FC,5/12/2024,82.9,3.22,5.74,668800,621389,,ball,13.0,R,L,B,,,0,0,-0.01,0.12,-2.28,1.06,,543257.0,,1,2,Top,,,-12.26928129,-120.2020666,-4.345661815,2.211093416,22.51062347,-30.35626981,3.28,1.56,,,,81.3,2303.0,5.3,746555,55.18,,,,,,,,14,1,Cutter,2,1,1,2,1,2,1,2,Standard,Standard,79.0,0.0,0.033,,,,-0.033,,1,-1,0.588,0.412,33,29,34,29,1,0,5.0,4.0,6.0,6.0,3.21,-0.01,0.01,20.4
CH,5/18/2024,82.3,0.88,5.91,668800,663776,field_out,hit_into_play,6.0,R,L,X,7.0,line_drive,2,2,1.27,0.86,0.75,2.49,,,,1,5,Bot,43.99,99.35,-2.759941869,-119.8724564,-2.88856901,12.73184851,23.52362044,-23.553461,3.29,1.52,317.0,85.7,27.0,82.3,1796.0,6.3,745013,54.21,0.071,0.087,0.0,1.0,0.0,0.0,3.0,36,5,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,114.0,-0.024,-0.142,69.7,8.1,0.13,0.142,88.0,-1,-1,0.373,0.373,27,29,28,29,2,1,6.0,6.0,6.0,5.0,2.5,1.27,-1.27,49.5
SI,5/18/2024,94.8,0.56,6.08,668800,663776,,ball,11.0,R,L,B,,,1,2,0.93,1.23,-1.13,2.69,,,,1,5,Bot,,,-6.502185476,-137.8945453,-5.932716762,13.35135799,29.47368239,-15.3499015,3.17,1.45,,,,94.8,2140.0,6.2,745013,54.28,,,,,,,,36,4,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,156.0,0.0,0.027,,,,-0.027,,-1,-1,0.373,0.373,27,29,28,29,2,1,6.0,6.0,6.0,5.0,1.3,0.93,-0.93,55.1
CH,5/18/2024,84.3,0.91,5.91,668800,663776,,ball,14.0,R,L,B,,,0,2,1.29,0.77,1.18,0.25,,,,1,5,Bot,,,-1.951880673,-122.5270095,-8.216467142,13.30691821,26.80157478,-22.95190837,3.13,1.45,,,,84.1,1820.0,6.5,745013,54.05,,,,,,,,36,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,120.0,0.0,0.013,,,,-0.013,,-1,-1,0.373,0.373,27,29,28,29,2,1,6.0,6.0,6.0,5.0,2.48,1.29,-1.29,52.7
CH,5/18/2024,83.2,0.77,6.0,668800,663776,,swinging_strike,6.0,R,L,S,,,0,1,1.14,0.86,0.58,2.16,,,,1,5,Bot,,,-2.674595275,-121.0497847,-3.972888723,11.71579671,26.01856731,-23.1415814,3.29,1.52,,,,82.7,1707.0,6.2,745013,54.32,,,,,,,,36,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,115.0,0.0,-0.036,71.5,8.3,,0.036,,-1,-1,0.373,0.373,27,29,28,29,2,1,6.0,6.0,6.0,5.0,2.46,1.14,-1.14,52.3
SI,5/18/2024,93.7,0.92,6.0,668800,663776,,foul,9.0,R,L,S,,,0,0,0.93,1.2,0.35,1.99,,,,1,5,Bot,,,-3.564800002,-136.316818,-7.262976723,12.43657513,30.6853545,-15.86078157,3.29,1.52,166.0,76.2,16.0,93.9,1940.0,6.5,745013,54.03,,,,,,,,36,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,157.0,0.0,-0.023,74.7,6.8,,0.023,88.0,-1,-1,0.373,0.373,27,29,28,29,2,1,6.0,6.0,6.0,5.0,1.41,0.93,-0.93,54.9
CH,5/18/2024,82.4,0.97,5.92,668800,663776,field_out,hit_into_play,6.0,R,L,X,4.0,popup,0,1,1.26,0.81,0.38,2.24,543257.0,,669701.0,2,2,Bot,150.43,141.99,-3.791452528,-119.8571359,-3.384287854,12.88721343,24.36650468,-23.89324342,3.29,1.52,164.0,85.0,64.0,82.0,1825.0,6.2,745013,54.32,0.014,0.013,0.0,1.0,0.0,0.0,3.0,15,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,112.0,-0.051,-0.426,72.8,7.6,0.015,0.426,88.0,0,0,0.551,0.551,27,29,28,29,1,0,6.0,6.0,6.0,5.0,2.56,1.26,-1.26,51.5
CH,5/18/2024,83.0,0.98,5.94,668800,663776,,called_strike,8.0,R,L,S,,,0,0,1.14,0.86,0.02,1.89,543257.0,,669701.0,2,2,Bot,,,-4.418080379,-120.7213589,-4.460277367,12.03329546,23.69570687,-23.05816374,3.25,1.44,,,,82.9,1730.0,6.2,745013,54.26,,,,,,,,15,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,116.0,0.0,-0.077,,,,0.077,,0,0,0.551,0.551,27,29,28,29,1,0,6.0,6.0,6.0,5.0,2.45,1.14,-1.14,48.6
